person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:172262633,The left has gone too far left and is out of touch with most citizens. I also support the right to defend myself. The left hasn't given a good summary of their agenda or the things they'd change in quite some time.,0.3,47,-2.880525200277022
US:172097381,To tell you the truth I don’t know why I am a Democrat. I don’t want to change to Republican. I am seriously considering changing to independent. There is no one in government right now that I care for. There is so much hate and bitterness.,0.61,53,-0.7518737846548672
US:978286,They are slightly less batshit crazy...,0.26,8,-3.4433896519704215
US:36210181,"I used to be a democrat, but changed my party 20 yrs. ago. I felt the Dm. party was leaning too far to the left and couldn't follow their platforms. The Republicans are the more rational party now.",0.36,47,-2.348579632477333
US:25254174,"Because I for the poor, innocent, and minority.",0.23,11,-4.39008093782696
US:28753509,I am more Libeterian,0.22,6,-4.925144944393208
US:124058753,"Because Trump most closely aligns with my political views. MAGA Republicans are the future, the closet Democrat RINOS are going extinct. America first is back, thank goodness.",0.23,36,-5.943965322218213
US:1966189,Both parties are letting the extreme forms of their parties run the show knowing that no other party can touch them.,0.3,22,-2.9504800271417437
US:125436543,"I believe that republicans are looking out for the middle class , they have conservative views although I do not agree with them all , I favor most of their positions",0.27,32,-3.2903104734393764
US:449879,Because the Republicans have little sane politicians left in their party and they seem cowardly.,0.23,17,-5.903774932474332
US:183873901,Most of the values and platform align with my preferences and beliefs.,0.32,13,-2.7033034297700254
US:23034828,We're the only ones left defending democracy...,0.28,9,-3.159467482505283
US:37866334,I do agree with them in everything other than abortion.,0.22,11,-4.779838435530355
US:157137133,I believe in their policies,0.4,5,-1.995441499832432
US:297578,"There are those in the Republican party who are for smaller government, less taxes, and the safety & security of our nation. There seems to be an understanding by some in the Republican party that things can't continue at the status quo",0.34,46,-2.5089871994315525
US:171105279,"I believe in fiscal responsibility; the government should manage its money as much as possible, as a responsible individual.",0.62,22,-0.692816392311048
US:2992911,"I am pro-American, love honesty, and dislike woke democrats.",0.22,14,-4.650020213907461
US:1089904,Both parties are controlled by Zionists. I do not support anyone who doesn't put America first!,0.32,20,-2.711270453382245
US:125699995,"I say that I don`t closer to either because I don`t page to only critery all is according to expose the camdidate, if Republicans say that, it will help better people I am with the republican candidate, but if say that when taking the presidential, will cut the rights with executives law, then I don`t vote for the candidate democrat.",0.59,72,-9.268520887427046
US:119460391,Republicans only serve rich people and corporations,0.3,7,-2.98796920425934
US:182686737,Republicans are the most honest. Republicans do not cheat.,0.51,11,-1.3331282062364507
US:175677129,Because neither side can come to the middle door compromise to get anything done. We need term limits for all.,0.22,22,-5.03041759654849
US:105693833,The basic beliefs line up more with mine than the Democratic party's does,0.28,14,-3.244993947983171
US:41280641,Because I support the rights of everyone,0.35,7,-2.4533204508104918
US:35453027,"Because I believe in diversity, equity and inclusion.",0.37,10,-2.24652296092346
US:38142181,I believe that the Republican party has values and beliefs that are very similar to my own. I do not agree with DEI as I am a Christian. I feel as though the democratic party tries to push this and other policies I do not agree with on me.,0.54,53,-1.152061231555009
US:2483062,they oppose donald trump; they value democracy,0.22,9,-4.851270142373417
US:824291,common sense,0.22,2,-4.544617602399087
US:25057343,Dem are ruining the country,0.23,5,-6.013252577540805
US:4170597,We love and cherish our country. Democrats appear to hate it.,0.39,13,-2.103352606406205
US:2136379,Because I am too smart n caring to be a Republicant,0.22,12,-5.012405764802632
US:186835995,"I am independent depends on how I feel to vote, I am open for democrats and republicans, depends on if they show they well be true to their words.",0.27,34,-3.399251974871033
US:161444173,They're ALL crooks,0.22,5,-4.9498141633689885
US:30451074,Because I care more about people and their needs than money,0.44,11,-1.7498510398450644
US:4278025,They are closest to what people really want.,0.44,9,-1.716443021570007
US:198092111,They reforestation the people and solved problems than democrats,0.27,12,-6.817202288190779
US:30179235,Because the Republican Party has become too extreme,0.52,8,-1.2777346680574955
US:40825004,"Their views align more with mine. Freedom of speech, to bear arms, of religion, less government interference in daily life",0.27,24,-3.344149624397708
US:188088047,My parents was Democrat,0.27,4,-6.843233816607214
US:185678293,"I was (mostly) a Republican all my life until 2015 when Trump ran for office. He was obviously unsuitable to me, so I voted for a Democratic presidential candidate. Since then the Republican party has only gotten more extreme and needs to be voted out for a reset.",0.37,57,-2.214533032044208
US:40794119,Because I’m not liberal. I don’t like the way our schools are headed. I believe in 2 genders! Men shouldn’t use women’s restrooms and vice versa. I’d love to see jobs ( good jobs) brought back to America. I’d love to see parents have real rights when it comes to their children. I also believe that our country needs protected. Most people any more are mentally ill!! They need Jesus not sex changes.,0.24,91,-3.831826268724611
US:183941903,"In years past, Democratic Party we’re closer to my views.",0.22,13,-4.62703285942049
US:107268809,My family are all democrats.,0.41,7,-1.9492139743255148
US:199935353,Because I am.,0.33,4,-2.6436128433170194
US:341538,Neither Follows the Rule of Law. Neither has actual principles or Values. Immorality is rampant.,0.26,21,-3.591014040146143
US:3434633,We stand for the right of the people,0.76,8,0.027048698886486897
US:40688995,Because I could never vote for a Democrat and the other parties simply aren't viable (wasted vote),0.31,21,-2.8173395770194
US:42512242,Better values,0.31,2,-7.315143987328112
US:2126109,I am more conservative leaning,0.31,5,-2.785947547533262
US:1781673,Neither party has the best interests of the people and only seek to gain from their position. People should be free to make their own choices as long as they do not harm others.,0.87,36,0.7715472842998067
US:174455287,"I am a demodrat/ socialist. I believe my taxes should support people who need it. I want the environment to be a priority. There are no republicans in office standing up for what is right against trump. not following the constitution""There will come a day when Donald Trump is gone, but your dishonor will remain"" Liz Cheney",0.22,69,-5.267160056818287
US:23990824,I think they care about people more,0.39,7,-2.064216179700768
US:186818569,I did a great choice,0.25,5,-3.684696544519723
US:186901393,"I believe that government’s first responsibility is to keep our nation and its people safe and work for measures that offer economic well-being of our country. Republicans believe in power through a strong military. They support closing our borders to illegals who being drugs and crime into our country. They support and protect women by stopping biological makes from completing in sports and going into girls locker rooms. They support energy independence by supporting the clean development of our oil, coal and gas reserves. They place value on merit in hiring and college enrollments, while supporting school choice to enable all students to have access to a good education.",0.22,121,-5.5063654298206
US:178791613,I believe in small government.,0.64,6,-0.6237835018697611
US:598524,"Fiscal conservative, social progressive. Federal govt should control military, national security, world affairs. Education, healthcare, and social programs should be controlled by the state's.",0.47,35,-1.536347574279165
US:39644479,idk,0.27,2,-3.325881846290877
US:127903285,Because I cant afford to be a republican.,0.29,9,-3.0608049421017434
US:158388181,Because Democrats are more caring and empathetic than others. They also actually care about the rule of law.,0.25,21,-3.629915636302152
US:202793529,I eas born republican,0.82,4,-10.601823152953758
US:184097507,"I have always been a republican. They are the ""common sense"" party. They want what is better for Americas.",0.44,24,-1.7583723434498575
US:191010417,Democratic values go way too far left for me.,0.22,10,-5.329522687592503
US:183937347,I align more closely with their policies and ideals,0.26,9,-3.4608987829459017
US:28000767,"Because the values they tend to align with are closer to mind. For example, I don't believe an abortion except an extreme circumstances, and I blame immigration should be decreased or at least illegal aliens dealt with.",0.23,42,-5.992093072313926
US:40941474,Because they have much better policies overall,0.22,7,-4.772645273299538
US:122636967,Because the majority of Republicans are racist,0.27,7,-3.3212979559043485
US:2965939,I am 87 years old and have voted approximately 60% democratic over my lifetime. The party has become too liberal for me now and I would not vote for a democrat at this time,0.37,38,-2.2289124792430455
US:804937,Democrats revere logic and democracy. Republicans (at least current Republicans) revere power.,0.32,18,-2.699966711157848
US:25583083,More choices on that side,0.24,5,-4.003106679066813
US:137375565,not sure,0.24,2,-4.0409995562355
US:102088179,I feel they have similar thoughts and value as I do.,0.43,12,-1.8117180817707226
US:1579252,The Republican at least puts forth ideas and will debate them. ALL of the Democrats in Washington (elected reps and the bureaucracy) have lost touch with reality.,0.22,32,-4.671829602608342
US:862947,"I am very conservative, and in my entire voting years, I have never seen a conservative democrat.",0.36,20,-2.3233932141761353
US:36996550,Because neither group has the policy in place yet to address all the issues that are affecting the country,0.34,19,-2.5437820149152
US:29347976,I want to elevate the poor to success. The rich should be taxed as they were pre-Reagan to fund infrastructure and education,0.53,25,-1.1796208477214996
US:157910241,that's what my parents were,0.3,6,-2.938396649914829
US:40205511,"There was a time when I sided and voted Republican. Because of the weakness and mindless support of current idiot in the White house, It will be years before I ever vote Republican again. I vote for the person not the party, for over a decade I have been voting Democratic. I have not trusted a Republican in years.",0.33,66,-2.612485461635657
US:40858605,"I don't biologically believe in a lot of the propaganda they're pushing, such as boys can become girls, etc. They rate of the detransitioning when they got older, or worse, is a documented fact. I also believe that babies are human beings from conception. They have their own set of DNA, different from the mother or father. And allowing a baby to die after he/she survived a partial birth abortion is absolutely murder in the first degree. I could go on and on, but it's late and I'm exhausted.",0.3,109,-2.8878447446301796
US:793207,Because they actually give a damn about people. Although they lack the balls to stand up to the Republicans,0.41,20,-1.9226385706760034
US:38116937,"Republicans are for the people, they have always been for all the people. Whether you are rich, poor, White, black, man or woman. I'm proud to be a republican, they always try to stand with the people and bring you up, not hold you down.",0.5,56,-1.3513455068000553
US:175809677,"Lower taxes, smaller government, safety, basic freedoms.",0.27,11,-3.2950611741623645
US:174129063,My thinking is more aligned with their beliefs and interests,0.38,10,-2.201594559193584
US:2648198,"DEMOCRATS PROVIDE MORE FOR THE PUBLIC WHAT THEY NEED, EDUCATION, NIH HEALTH, CHILD CARE,WITHDRAWN FROM THE NATION. WHERE IS THAT MONEY?",0.27,35,-3.3692904534035
US:29268280,"Because dems care the most for all people, especially those less fortunate and have big hearts",0.24,18,-3.837769325368856
US:39522786,Because they have brains.,0.26,5,-3.5678268488675164
US:40010394,,,0,
US:32890217,"Republicans are more conservative, especially regarding human life regarding abortion.",0.23,12,-4.2171722194241
US:165590601,Will I feel that I'm working class I'm stuck in the middle,0.33,14,-2.606057269449099
US:4581212,They have a more diverse electorate,0.42,6,-1.9096859726705775
US:192455533,Morality is dying in the demoncratic party. I choose morals over blatant evil.,0.22,18,-5.1985950514220125
US:22881408,It aligns with my personal belief system.,0.43,9,-1.8282032589121775
US:29742065,I am a Democrat because in my lifetime I have never seen a Republican in office that did what was best for ALL people. Just rich white men.,0.61,30,-0.7426598379912044
US:2081773,"The Democratic Party has been the single greatest engine for justice, freedom, equality, progress, peace, and prosperity the world has ever seen.",0.57,28,-0.9654762288194645
US:4135063,The democratic party has become too far left and is more influenced by money and power and doesn't reflect the needs or desires of the general population.,0.42,29,-1.8873636361735422
US:26917695,"Have voted both ways, vote for person, not party",0.22,11,-4.685039110026906
US:147008059,I respect people,0.3,3,-2.9756430102095526
US:193315387,Conservative values,0.38,3,-2.1685861975802263
US:176399103,I'm a Republican in the sense of what the party was in the days of Reagan and Bush. I am not a MAGA or Trump Republican. The party today is a complete departure of what it should be.,0.76,43,0.041034140202294636
US:186416565,i feel closer to Democrat,0.29,5,-7.0601664747171045
US:35221011,The Republican Party a conservative and people oriented. The Democrat Party are a party of fear and have no solutions to offer.,0.48,24,-1.5105952008657397
US:169811387,"Honestly, it's because I think things through. The Democratic party is the only sane party in this nation.",0.46,22,-1.5930847813713185
US:3072007,"Party makes sense , Dems are out there",0.27,8,-6.741909452266665
US:164518739,I believe that they actually take those of us living in poverty into consideration and try to give a helping hand to try to make our lives better.,0.54,29,-1.1543453240513362
US:27237895,"Because they try to watch spending so it does not get out of hand. Try to protect the rights of all citizens, the rich, middle class and the poor.",0.31,33,-2.830799451221949
US:46359703,"Climate Change, protect democracy",0.25,5,-6.434288928180885
US:105014911,Relates to common vitizen,0.55,6,-9.09354718085869
US:29784389,Both parties are corrupt,0.34,4,-2.548372999410658
US:200004749,0,0.3,1,-2.9182874079057624
US:42810925,I believe that every human should be treated with dignity and respect. Democratic party is the party that works to help those that need help and not the billionaires.,0.74,31,-0.08721689586576713
US:1720318,social issues,0.23,2,-4.426905405208626
US:41008983,Because the Democrats are not trustworthy& are not really in helping the people.,0.22,15,-5.342835988953186
US:30773522,i believe in equal opportunity,0.37,5,-2.2116115632828364
US:39463285,The Democrats are far to liberal for my beliefs and morale standing.,0.24,13,-4.035069506237731
US:1130515,Republicans should uphold conservative ideals. Conserving the Constitution. The Constitution intended to have limited government. The federal government has there hands in everything. This last election we sent more Republicans to DC. The will of the people is to limit government. I stand for the Constitution of the United States. That's why I'm a Republican.,0.37,66,-2.2558796231845175
US:2129945,To preserve the ideals of the Constitution,0.62,7,-0.7085988150167806
US:184196597,Both parties support elites. We should abolish parties and factionalism through the Venetian Ballot.,0.22,21,-4.777111394100277
US:181010171,"Because the Democratic Party actually *cares* about all of the people - not just the WEALTHY, and they have practical, results-oriented ideas for governing. All other political parties are either very draconian or too idealistic to be considered practical.",0.28,51,-3.173411278450625
US:1754875,They seem to be the only party trying to help the people.,0.74,13,-0.07588431385634943
US:145682665,it is my right and belief to vote .,0.22,9,-4.987928392061532
US:183976957,Tend to learn toward more towards beliefs that align with republican beliefs,0.23,13,-4.171168319000759
US:2320954,"Both parties have lost their way from their original platforms. De.ocrats have gotten more radical and hateful,Republicans have gotten too wimpy",0.24,28,-3.921333500897575
US:93143,Because the Party's values are in sync with mine,0.32,10,-2.694657739623624
US:25452152,I can't trust either party,0.39,6,-2.077965005894491
US:139878371,"Since I am not able to become actively involved in the administration and operation of a party, I am not comfortable with the idea of considering myself a ""member"" of any party. If I did, then that would interfere with my ability to assess both parties in an unbiased way.",0.64,56,-0.6284066744164497
US:43066243,my personal views align more with them but I am not a strong democrat,0.24,14,-3.92750964648453
US:42894974,I am aligned largely to the values of the party,0.46,10,-1.584990199176932
US:41019514,"Because I truly care about all persons in this country regardless of race, religion or status. Generally speaking Republicans care about themselves and ""not the least of their brothers""",0.22,33,-4.753297478033881
US:139426171,Because I believe in the basic principles of freedom and live and let live. I also believe that economically we should be living within our means and stop giving all of our money away to foreign countries.,0.55,39,-1.0869047617926662
US:132269987,more traditional family values,0.23,4,-5.736685597501449
US:125493783,They reflect more of my values and beliefs.,0.34,9,-2.484631251469649
US:22620,No choice. Gop has always been against regular everyday people Vs people with money. Why? They get their palms freased up by millionaires And billionaires not people surviving On Social security .,0.58,38,-9.229009392695309
US:4279308,"I believe in the constitution. Free speech, right to own a gun, and am against high taxes. Our tax dollars should go to NEEDS not WANTS",0.41,32,-1.9542285949617872
US:172501669,Because dem values reflect generosity and inclusion for all.,0.31,10,-7.359840182578251
US:39963089,Because at the time the Democratic Parties values more closely align with mine.,0.23,14,-4.300493378613388
US:182793789,My beliefs align,0.3,3,-2.9861408029339924
US:36124692,Because we are a constitutional republic and the democrats are not for the people ever!,0.3,17,-2.8810780085913543
US:182297047,The party aligns with my values,0.36,7,-2.2940281606779656
US:292623,I vote who ever meets my criteria and important issues the most. I vote what I believe in and I tally each candidate and how they match my requirements and what they will do for me and the person meeting a majority of my requirements gets my vote,0.27,49,-3.280025522921101
US:36024349,I believe in Freedom of Speach,0.34,7,-2.5054867154455986
US:177145199,I lean more towards the Republican party because the values of the Republicans are more closely aligned with my values.,0.82,21,0.4106391526822236
US:188253589,"I value common sense policies. Being forced to take the COVID shot to stay employed really woke me up. I was not a follower of politics until 2020/2021. The open border, rise in crime, the decline of California, the education in public schools, the cover up of a President's mental decline, just to name a few, these were all extreme wake up calls for me. Also the legal actions against Trump from the Biden White House was HUGE! Rules for thee but not for me! Biden's son committed so many crimes and got away with all of them. This is not a fair characteristic of our justice system. So, I am a republican because, while it is not a perfect party, it has better morals and more common sense policies that align with my thinking.",0.23,160,-4.179650802806494
US:164858385,I believe in equality for all. I'm for basic human rights over law and order. I'm for a women's right to choose. I'm for freedom to practice whatever religion you wish or none at all. I'm for lgbtq rights. Live and let live. I'm for universal Healthcare. I'm pro education where all view points can be researched and discovered.,0.35,77,-2.4194718171305407
US:206753361,"Because the Trump administration has taken the Republican party so far right that it's basically become a FASCIST DICTATORSHIP. Nobody can even disagree with him without punishment, he's widened the wealth gap tremendously, and even just the way he speaks sounds like Hitler!",0.34,54,-2.4848700291233654
US:821936,"The Democratic party has to fix many issues, but the Republican party has become a very dangerous part of a cult, and it seems like it only works for special interests.",0.41,34,-1.9385597442019302
US:123839611,"Sanctity of Life from conception to the grave. Less taxes, less government, enforcement of the law, deport criminal illegal immigrants,",0.35,27,-2.4643907509693306
US:4415754,Agree more with republicans.,0.23,7,-5.741249471663343
US:184374051,I am closer to neither political party because I can connect with both sides but neither at the same time. Sometimes I feel closer to the Democratic Party and other times I feel closer to the Republican Party. I can connect with both sides on different issues.,0.63,50,-0.6747372797238954
US:112213047,I believe in people having rights and helping those that need it,0.42,12,-1.8680574091932005
US:164385595,"The Republicans are awful. Trump destroyed the party. I lean Democrat because, in general, Republicans have awful views.",0.33,23,-2.6309933337659652
US:24926141,Because I hate trump,0.24,4,-6.237816905560079
US:303588,I believe in treating every person with respect regardless of their background,0.81,12,0.37518618273405574
US:4389694,"I'm a conservative and ever since high school I've been a Republican. The year Pero ran, we voted for him and that's when we decided to always vote for the Republican no matter who it is.",0.29,42,-3.0482205989401843
US:101683337,Because Democrats are for people.,0.22,6,-4.649070341919063
US:141935981,I support their policies.,0.3,5,-2.982020250090594
US:192835069,I feel that republicans are more for the ordinary people who work hard,0.47,14,-1.5542013786324629
US:184005097,They come closest to my views on social issues and I think government should work to benefit people’s lives,0.31,20,-2.8392388459009035
US:103769783,I believe in taking care of yourself and work for a living. Not depend on the government to give me money,0.47,22,-1.5523240185583695
US:167673869,My values are in line with the Republican party. I was raised in the midwest and have always been a Republican. I will never vote for a Democrat. I will never lean left.,0.97,38,1.9654701977073377
US:192089665,Their policies are conservative and interpreted my aims,0.33,8,-7.566088144859035
US:181814937,Parents were democrat family is democrat,0.48,6,-8.691378806517482
US:33912753,We have been democratic nation for a very long time and democrats spend spend spend. Democrats try to undermine the republican party so nothing can get accomplished. They are cry babies,0.24,34,-3.9169216470001174
US:27584,"At one point the Democratic Party stood for values like equality, personal rights, and taxing the wealthy in order to build a better world for everyone else. On a federal level they have entirely abandoned any of these commitments (and on the state level they are pretty meh about them). But we live in a fucked up FPTP system, and even though Democratic leaders are all enthusiastically anti-immigrant/pro-genocide/pro-capitalism-destroying-the-world, my feeling is that many people in the Democratic base are still normal humans with functioning senses of morality and empathy.",0.22,113,-4.9977456368918
US:39274448,"I think the party system should end. It's domintaed by money, and special interests that the donors support. Elected officials should support what is good for the country, as a whole, not what the PACs want",0.26,46,-3.4434790583632124
US:37748276,"I believe in improving the general social welfare. I support education, abortion, universal healthcare, unions, immigrants, separation of church and state, ACLU, SPLC, eqaul rights, rule of law, no kings, the wealthy should pay their fair share, no one is above the law ever.",0.22,60,-5.278857636766415
US:3259768,"They are more for the common people, not the rich!",0.7,12,-0.3185756698155043
US:43279303,They are for helping Americans.,0.25,6,-3.781825625986373
US:153555185,"Because the GOP left people like me behind. I am pro-choice, I support all civil rights (LGTBQ+, DEI, Black, Hispanic, etc.) I am well educated, wealthy, and prefer politicians who work across party lines to get things done. Cruelty, divisiveness, ignorance, fascism, and racism should have no place in politics, and tet here we are with MAGA.",0.22,83,-5.421849233403369
US:203465795,Cause it’s not republicans and there’s no other options,0.25,12,-3.679943037346121
US:1589541,"Because they have been the modern party for voting rights ,civil rights for women and minorities, protecting the environment, respecters of data/evidence in science--true heirs of our Enlightment forefathers and foremothers--concern for the poor, the food insecure, public education, protectors of journalists and the Constitution.",0.3,66,-7.232687394180346
US:41833924,it is the only party protecting the Constitution and protecting the needs of its citizens,0.33,15,-2.635625387384267
US:1188060,Law and order,0.53,3,-1.1829680670473084
US:197998419,I feel the dem. party is only out for themselves,0.29,11,-3.061475897199431
US:2016267,They’re my people!,0.35,5,-2.4001326631664157
US:139267251,I am a conservative individual which believes in smaller government.,0.65,11,-0.5832906879999084
US:4039913,My mother was a Republican and she always voted. I guess that's why I'm Republican,0.71,18,-0.25469496122389385
US:182906227,Right now the Democratic party is completely untrustworthy and the Republican party is still working on issues and don't know whether to trust if they're doing the right things for American people or strategizing to help themselves out in the future while giving everyone else false hope with their promises,0.26,55,-3.553274682847401
US:151170615,"I am of the belief of the separation of church a d state. I believe everyone has a right to vote and there shouldn't be so many hoops to jump through or blocks to jump over. I believe the government should be helping the elderly, disabled, poor, etc. We live in a society not on individual islands. The right to choose to have an abortion or not. Everyone getting health care, etc. A person can only go so far in lifting themselves up, sometimes they need a hand up as well.",0.3,104,-2.9107858855693833
US:29991845,The Democrat party failed in 2024 to have a legitimate presidential primary. The Republican Party has failed to fight corruption and lack credibility.,0.27,27,-3.3410890769276627
US:4055141,disagree repuclicans platform,0.34,7,-7.635198631618767
US:1948820,Because I joined the party when the democrats put America first.,0.22,13,-4.623823407898157
US:138264851,"Because we believe in helping everyone, not just certain ones",0.35,11,-2.4337252681158077
US:127382251,I believe that Democrats pander to their fringe and feel the need to scream outrage and create drama over their issues,0.28,22,-3.1817086652895217
US:132240993,"I'm a democrat because I tend to agree with the thoughts, ideas and policies of the democratic party; especially since trump has been on the scene",0.43,29,-1.8133514669018598
US:39686624,I am independent,0.58,3,-0.9303931437846618
US:1150578,not really sure....but I think they our best interest,0.22,11,-4.954815142707853
US:34830981,Neither party seems to align with my political views.,0.51,10,-1.3419549881032393
US:533234,"neither party represents us people. Democrats are too timid and incompetent. Republicans are like communists - they do not respect the rule of law, destroying American democracy.",0.28,33,-3.267264897448682
US:102539451,I really dont side with either party. I think we say some nice things about what our goals are or what's really happening but they aren't necessarily true,0.23,31,-4.107775179011457
US:2726404,to get rid of the rino's and make the party stronger,0.56,13,-1.0317513305190442
US:113651245,Because they support our immigrant comunity,0.26,7,-6.6767372850075954
US:27575224,In the middle since some have good points and bad points.,0.26,12,-3.582057571383372
US:4626905,"I like to vote for the best candidate, not along party lines. I prefer non-incumbents to incumbents who have already had their chance and probably pissed me off.",0.39,35,-2.0690683804517724
US:42870790,At first I went Democrat because I liked the person running. But I went a different way when President Bush ran because I believed in him. If he was running I would vote for him again. I liked President Biden but I noticed he was not all there at the end. But Pamela Harris I sort of liked her but I just didn't like the way she was thinking. Too much for the welfare and immigrants giving like she had a bag of candy. Sorry but everyone has to suffer and learn how to work. Our generation now a day's want everything free. Babysitting for instance work nights leave your children with your husband or boyfriend. But they get free Babysitting so why suffer. Men women staying home and getting free welfare funds. Whats wrong with one of them working. Then you have immigrants coming just to suck out of our system. They have spouse's but they go to the system as single parent. But they all live together driving around in new vehicles and living the good life. While the rest of us watch how good they have it. And sucking up all the programs they can.,0.26,222,-6.618004577519021
US:144847367,Because the conservatives are crazy.,0.22,6,-4.795385636654671
US:2391749,Democrats are bat-shit crazy.,0.31,7,-2.8121710192392455
US:32468116,I agree with almost all of the republican policies,0.35,9,-2.3965015943721206
US:40796317,"Because we are the party of the working class, unions, equality, following and protecting the Constitution and rule of law. We would Never allow a Democratic president to pull the illegal stuff Trump is pulling.",0.27,40,-3.30798013550613
US:175184605,I am pro choice and don't want any imbecile telling me what to do. I'm pro health care for all and for the environment.,0.5,30,-1.3939295822371447
US:139744839,"Why? I agree with democrats on MOST issues. However on SOME issues democrats have lost me on. Like we NEED the wall. We do NOT ... NEED... mass migration. Also we don't need gun control. It's a shame, nearly every single other issue I vote democrat but enough is enough. Also, it's good the US is buying Bitcoin. Democrats should get on board with this, drop gun control and the desire to have nearly open borders and America and they'll do much better in the polls. And yes they were eating the cats and dogs there were videos online and I saw them do it.",0.28,125,-6.987245200573342
US:2141009,I disagree with Republicans on nearly every issue,0.36,8,-2.317113388297564
US:161514903,I do not care for the beliefs of either one.,0.59,11,-0.8897027066670308
US:25786617,Because of Trump,0.26,3,-3.4977167390774415
US:2749435,I believe in small government and self determination.,0.53,9,-1.1860615022953982
US:3362030,"Democrats give consideration to the average citizen, and work to include all, regardless of station in life. They fight to make sure all have a chance to participate in daily life.",0.33,35,-2.5862264584464367
US:169649039,I agree with the Republican agenda. They have the same goals as I do in my life.,0.74,19,-0.058590106674940315
US:954020,Democrats work to understand the issues that effect all types of regular people and the systems that can help or hurt them. They utilize government for the betterment of society.,0.33,33,-2.6558772386116507
US:4313386,"I identify more with the working class and favor programs that assist people who need it, not rich politicians and business honchos, who always have loop holes and perks available to them at the expense of the poor and middle class.",0.29,45,-3.040978945353078
US:165453519,I vote with my wallet and never with my heart,0.49,10,-1.4135701375007668
US:39745190,So I can maintain rights and freedoms.,0.22,8,-4.69660900549878
US:354519,The Democratic Party aligns with my values more closely than the Republican Party does.,0.58,16,-0.9171086080459041
US:184006701,"I’m pro-life. Pro family. Pro church. Want to protect freedom of speech and gun rights. I support our military! Pro hard work, if you want something work for it. Exhausted with the left endlessly finding something to be upset about. Tired of the complaining, the ranting, the riots.",0.26,64,-3.491172952097315
US:29696175,I think it's time to end CORRUPTION in government,0.39,12,-2.0947162400695873
US:118335927,Because of the platform,0.46,4,-1.60291047140984
US:4394772,Employee and student rights,0.35,4,-2.462647444349211
US:1090155,i believe in rights for everybody,0.27,6,-3.3602170136753418
US:188338793,I was raised this way and I like it.,0.63,10,-0.6692570518355789
US:193947347,They're the party that aligns most with my views,0.37,11,-2.2655990211643617
US:773611,Because Democrats tend to care about people's welfare,0.22,9,-4.687102978200213
US:38453039,I can't get on board with the far left loonies. It seems like common sense has gone out the windows and there are too many undereducated liberal leftists who have become unhinged and dangerous. I'm also interested in protecting the rights of natal women and I feel that democrats have perverted the meaning of what a woman is,0.31,70,-2.775489507395941
US:183158553,"Generally, Republicans act to reduce the size and power of the federal bureaucracy, promote individual liberty and free markets, reduce the tax and regulations burdens, keep a strong military and foreign policy, enforce laws to secure borders as well as communities.",0.22,47,-4.770268060748686
US:1170211,Democrats recognize the role of government to protect the vulnerable and needy rather than corporate interests.,0.36,17,-2.3303722996552447
US:35807723,Because i do not believe in one side over the other i like some of one party and some of the other party,0.29,23,-3.1117442282703194
US:2295035,"The Republlicans are acting like lemmings, following Trump blindly so he won’t “hurt” them, and the Democrats tend to spend too much.",0.28,35,-3.258972297618198
US:125650549,Because the democrats are a bunch of nut jobs,0.48,10,-1.4895507393023353
US:137179531,"Honestly, when I was first deciding if I was going to register as a republican or democrat, I had two main reasons that ultimately caused me to choose republican....the first one being that at that particular time in my life, I found the word democrat to sound mean, lol. And of course, the other reason, as I would say is the same as a lot of individuals who are first deciding between the two, is that the majority of my family were Republicans.",0.34,94,-2.5067454133514886
US:182221299,Both parties are corrupted by money and power they all should be in prison,0.39,14,-2.0723621033331963
US:1024328,Because I can see both sides have a mission,0.22,9,-4.977680785156066
US:179297319,I love Obama ♥️ Bernie Sanders I HATE Trump,0.22,11,-4.832863557989074
US:45567065,"I am pro life, traditional marriage only and fiscally conservative.",0.24,14,-3.9207766475724397
US:26993569,Because Democrats are for the middle-class people,0.23,8,-4.448679067689032
US:184499569,you have more freedom to be who you are,0.52,9,-1.2619662556561746
US:42722585,Because I’m not an old white senile fascist.,0.22,11,-4.612080081341322
US:2895485,"Because the republican party stands for freedom of speach, law and order, strong military, believes in naming judicial candidates that follows the constitution, has actually combat fraud and waste in government, and has a president that that believes in truth in goverment and brings to a reality the promises made, and prefers to have peace with other nations.",0.24,67,-6.11854610219933
US:185311857,More free thinking,0.24,3,-3.8501015332249815
US:1363740,They represent my view more,0.22,5,-4.7940070929254315
US:165153229,They are for the middle class,0.53,6,-1.1965828428636234
US:1134704,"Prefer lower taxes, smaller government and self reliance with a safety net for people not a handout.",0.22,21,-4.461400554772282
US:3643828,The democrats have lost their minds and are extremely condescending.,0.6,13,-0.8315949041026554
US:775068,"The Dems have moved so far left, they should be outlawed. Everyone in their party are supposed to be in lockstep. Biden or whoever was in charge were so far off the 'reservation' I didn't feel I was in the US.",0.27,50,-3.4149767680622336
US:34279308,The democratic party is more aligned with the will of the people. Neither party is good so I go with the lesser evil.,0.64,25,-0.5995085131690752
US:125176809,"I am a champion of free speech, the 2nd amendment, religious freedom, parental rights, smaller government, conservative fiscal policies and strong immigration laws and follow through.",0.41,34,-1.9641063640833538
US:4719094,because i don't hate america,0.22,6,-5.072825338096098
US:41363939,"gun rights, pro-life, economic issues",0.32,8,-2.7178905963765247
