person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:31499284,i think they are better,0.38,5,-2.1466046417747635
US:37598047,Because both parties only care about oligarchs. I am not an oligarch. Neither party represents me or my values.,0.37,24,-2.242758459991802
US:40385430,I believe in equality and dignity of all humans.,0.68,10,-0.39118813604596375
US:43892740,I would like to see the government not fight over anything.,0.51,12,-1.3181952765103921
US:142393351,republican philosophy is to lend decision and authority of control to the states individually in the united states and to not cause the federal government to need to take control of every issue.,0.26,36,-3.544777676561452
US:967127,Republican Party only look out for the rich,0.31,8,-2.847210262812021
US:22466450,common good for all,0.23,4,-4.150227460605125
US:1867554,"I believe in democracy, the constitution, and the rule of law. The Republican Party has lost its way in those core American values. I believe in providing social safety nets and protections for the nation's most vulnerable, something the Republican Party has never supported. And I believe that the growing wealth disparity between ordinary people and the 1% is a significant cause of the current divide between Americans and that the Republican Party will only make that worse with the current policies and tax cut proposals.",0.68,96,-0.38793069637640804
US:40441184,I have been very disappointed with the Republican party for many years. They haven't done squat. But there is no way that I agree with Democrat ideas today.,0.4,32,-2.0224387577234424
US:147917421,I have empathy and care about others as human beings. I want what is best for everyone not just what is best for me.,0.48,26,-1.4992532953734932
US:146445,I do not like the liberal agendas,0.42,7,-1.8927905298407628
US:203231,"more freedom, less government",0.29,5,-3.091849241794656
US:187023013,Both parties are in itt only for money and power,0.26,11,-3.471248978592391
US:194343195,"Over the years the elected officials, party platforms and action coincide with my opinion more often than not by a long ways in comparison to the Democrats or liberal thinking groups.",0.29,33,-7.100406492087171
US:29910978,closer to my family values,0.23,6,-4.306186956560321
US:4575809,Important to keep the family in the minds of. government. Important to keep ou babies from being aborted. Important to keep out of wars. Important that the government does not send money it doe not have. Keep religious freedom.,0.22,45,-4.7043254797442
US:154608789,"Democrats haven't gone off the deep end like the republican party has. The GOP has gone so far right since the Reagan era that it is unrecognizable today. It was bad enough, but became totally extremist under tRump",0.34,46,-2.540925684701591
US:29075944,"I agree and disagree with both parties about evenly, and I think both parties are equally corrupt.",0.35,19,-2.4407374991205395
US:1485026,They seem to have the same views as I.,0.65,10,-0.5683753496385133
US:2465772,Democrats are evil liberals that have no morals.,0.34,9,-2.4956150034179445
US:27584691,"I do not agree with the current Republican platforms or individuals running the different committees in the senate and congress that are Trump's ""lap dogs.""",0.25,28,-3.8041977590935665
US:181600783,"More conservative, every issue I can think of aligns better with rebublicans",0.22,16,-4.947174426584714
US:2263109,For all the reasons stated above. Republicans stand for the people. Want to close the borders and deport all the illegals and criminals Biden let in. Drill our own oil. Keep jobs in America and boys out of girls sports and bathrooms!,0.25,48,-3.767712078514462
US:134706547,Because politics is very binary in the US. I am liberal so it is the logical choice,0.25,18,-3.738889904272736
US:25458620,I consider myself a Democrat because I prioritize human rights issues over the eocnomy.,0.35,18,-2.445823787215066
US:3955022,Because both parties blame each other and nothing gets done,0.23,10,-4.233367369510457
US:169952135,"I don't like what the republicans stand for on their basis of abortion, gun rights, and the socio economic standings that the congress incident i've set forth within the last ten years.",0.22,38,-5.674136694364164
US:1341357,not sure,0.24,2,-4.0409995562355
US:3385181,I am conservative in my personal life so many of my values as a Christian resemble those of the Republicans. I believe in the Bible scriptures by which way should live our lives and the far left Democrats have gone far beyond in the wrong direction as to what I believe the Bible teaches.,0.32,56,-2.7060025941856813
US:192411359,"Becuase of the values that i hold, which seem to be more consistent with the Democract party. Further, nothing I have heard from the Republican party seems to be attractive to me nor does it align wiht my values. I do not know that much about other parties, like Progressives or Libertarians, etc.",0.52,67,-1.2654926945541813
US:25969114,I am very passionate about human rights,0.78,7,0.178721595003819
US:138631459,I am conservative and believe in God.,0.55,8,-1.0705528689769328
US:32533879,I agree with the Democrats on almost every political issue.,0.51,11,-1.2874950368289686
US:4171678,High majority of politicians are narcissistic and sociopathic,0.32,10,-2.734936822161143
US:189279421,I think democrats respect the minority,0.22,7,-5.296075146296466
US:42794516,"The Republic party has lost any sense of morality. The Democrats have their problems but there is no way that I would vote for the Republican party now that they have embraced white supremacy, racism, segregation, internment camps, the overthrow of the government in a coup attempt, threatening LGBTQ, disappearing people, deporting legal residents without due process, locking up people with disabilities, taking away women's rights, threatening women's health, embracing a dictatorship, and villifying science and federal workers.",0.31,97,-2.7877623942436367
US:768947,Dems always fuck things up,0.22,6,-5.404692007663216
US:1254763,na,0.29,1,-7.070316797465924
US:31627267,"They typically share my beliefs, however, I have not felt they have earned my vote well enough in the last decade and switched to independent",0.22,27,-4.552354258820022
US:150670265,They are not concerned with actually doing anything to help unless it benefits them,0.6,14,-0.8353813627166866
US:206532327,Delectus omnis moll,0.22,6,-4.458869439520497
US:185028079,I think of myself as a republican because I agree with the fiscal and social policies of that party far more than I do the policies of democrats.,0.56,30,-1.0288313953263564
US:36726064,"I have morals, character and a positive love for the United States. Demorcrats do not!!!",0.22,21,-5.602808523538292
US:204816343,It's a good value.,0.49,6,-1.4246403339006437
US:115246057,My own views of the party,0.36,6,-2.322876321727212
US:157721637,I dont know,0.46,3,-1.6273040476977971
US:46347610,The Democrats & Republicans represent the oligarchs-not the 99%,0.24,13,-3.948229539570453
US:232027,For the people h,0.31,4,-2.7968786165347614
US:124190425,I like Trump and he is a republican so I must be too.,0.45,14,-1.665331091997289
US:1558918,I hold two traditional and conservative Christian values. Live a morally upstanding life with integrity and honesty,0.23,19,-4.1193702060389565
US:37601036,democrats are about unity and helping others,0.23,8,-4.1386758231721865
US:2165515,I'm Beginning to change,0.22,5,-4.767331856760333
US:39402162,"I choose the values of the party. Strong border , one language and sovereignty",0.28,15,-6.91963111200934
US:3369656,"Because, for the most part, the Democratic Party holds the nation's Democracy and Constitution closer to their hearts than the present incarnation of the Republican Party.",0.3,30,-2.963760609075485
US:29003494,more freedom,0.24,2,-6.177910303446402
US:187086291,Not sure,0.38,2,-2.1874984942408053
US:1999302,"I believe that all people are equal and everyone have the right to better themselves through education and training. I believe in a woman’s right to control her health. I don’t believe that gov’t has the right to dictate how we are to believe both politically and spiritually,",0.29,54,-3.0318791896108714
US:28822265,The Republican party seems to be the voice of reason between the two parties at this point. I question the Democrats standing up for someone like Kilmer Abrego Garcia. Big mistake on their part to put so much time and effort into this man when their constituents have real problems.,0.22,55,-4.49596257589769
US:703898,More supportive of rule of law,0.25,6,-3.7634109665828257
US:682912,"I am for small, limited government",0.48,7,-1.5008767629472004
US:183793159,The Republican party is destroying constitutional democracy in the US.,0.45,11,-1.6874929007232242
US:175501855,For the PEOPLE,0.23,3,-4.439595107566838
US:29881831,because it follows my own principles,0.24,6,-3.9045868592875093
US:184067819,Wanting a Small Federal Government,0.27,6,-3.4192474983851606
US:31237813,I want to protect our rights,0.54,6,-1.1183213563971208
US:192021355,I believe in what Democrats stand for. All of it.,0.38,12,-2.1898186601323935
US:189409729,I believe in smaller government.,0.59,6,-0.8604838399622406
US:180744341,"The party is for the working class and lower income, that's me",0.4,14,-2.03362891826811
US:264246,I try to look at what wach party has done for people like me. I find that the Republican party does not serve my interests fully. I have voted for Republicans in the past and may in the future but primarily vote the Democratic ticket.,0.5,49,-1.354350911218273
US:24328153,Because they better reflect the american values I fought for.,0.22,11,-4.77624040903905
US:1931833,They look out for people like me. Low income and black,0.36,12,-2.3430424706874495
US:178161507,They try to lean on the Bible.,0.35,8,-2.3957308779985076
US:43164271,I care about other people,0.54,5,-1.1705595918505793
US:45115466,"I believe that we are expected to have a strong work ethic, and we can earn whatever life we want with hard work. I don't think this approach is in line with the Democrat party.",0.53,39,-1.2208744323633842
US:33635296,The person's i have voted for impressed me more than Democrats. Either way the people who do the dirty jobs and get paid so little have a hard time making ends meet.,0.26,35,-3.5725434952603305
US:41908088,I feel that the Democratic party is one for the people - unlike the Republicans that just want to make more money for the rich,0.67,25,-0.4626218321764218
US:134000315,"Will not vote republican again until they stand up for the US Constitution, Rule of Law, and against traitors. Do what is right for future generations.",0.37,31,-2.2202746364654473
US:2280343,I agree with and disgree with policies in both parties. I am anti-abortion AND anti-gun.,0.34,20,-2.528377752184477
US:188424457,It’s how I was raised. I don’t like liberals.,0.55,13,-1.1058836205793918
US:106543723,Realized both work for their donors & not the majority of the people with a common agenda & very little difference between them.,0.24,25,-3.8728495097694418
US:193629341,I believe before we change something we should look to see what problems the change might cause and seek to minimize them.,0.37,23,-2.2517089068410074
US:190634637,"Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power.",0.43,46,-1.8275092911120125
US:26284748,it's how i'm registered to vote,0.3,8,-2.959287785603094
US:129537671,Because the Democrats are trying to destroy this country from within,0.4,11,-2.0408552804180546
US:142486505,Because of the party's traditional commitment to working people and its ongoing commitment to diversity.,0.29,17,-3.0099411708648476
US:837056,"Smaller government, less government intervention in everyday life. Neither side seems inclined to follow this path.",0.32,20,-2.741215572711532
US:3214547,My values line up with being conservative,0.25,7,-3.667190915075097
US:101112849,"MAGA has ruined everything, and the democrats are too nice. We need a third party.",0.68,21,-0.414877898361291
US:4576585,I align with their beliefs.,0.34,6,-2.5603735049550993
US:159727159,Align with the idea of government helping people,0.31,8,-2.8110712304853074
US:27277690,what?,0.23,2,-4.112814036835821
US:41284403,"I care about human rights, the environment, animal welfare, workers rights, education, strict gun laws, and non polluting energy sources. Republicans are attacking all of these.",0.35,35,-2.399677607598236
US:30190846,I lean towards their vies,0.23,6,-4.414672339081097
US:39581067,Do not remember,0.3,3,-2.886620573940691
US:40459711,Core values that stand for a democrat,0.22,7,-4.526903556262563
US:154924295,Because I agree with the general philosophy of the Democratic party.,0.44,12,-1.7534041113258694
US:126537219,I WAS A PART OF A UNION AND THEY SEEMED MORE FOR REPUBLICANS,0.24,17,-3.817388612571489
US:28445093,"My views on many social issues such as abortion care, health care, minimum wage, building back the Middle Class, and non discrimination policies are more aligned with the Democrats. Plus since the era of Trump and MAGA the Republicans have abandoned all their previous positions on things like a fiscal responsibility, foreign policy (especially in regards to Russia and Ukraine), the validity of science and the rule of law in order to acquiesce to the Orange Jesus in the White House. I feel that the Republicans can no longer be taken seriously and they can no longer be trusted to make any decisions regarding our country. They espouse a pro natalist position but are proposing to slash headstart and Medicare funding and they refuse to do anything to lower the cost of child care and college, and do not support paid family leave for new parents. Their proposed $5000 baby bonus is not serious and would maybe cover 4 months of infant day care where I live (especially since the recently increase minimum wage is only $12.41/hr; almost 55% of a person's wages need to go to childcare costs). I have voted for Republicans in the past (including President, Governor, Congress and other local VA races) but unless the Republicans make some drastic changes and escape the cult they are in I would say it is not very likely that I'd ever vote Republican again.",0.23,273,-5.905437718395984
US:145923247,Because I am very liberal person and they are the more liberal party,0.3,13,-2.9009065198783692
US:183813775,"I believe in equality, equal rights, fairness, tax the wealthy",0.28,13,-3.225056540172791
US:364889,"I was a card-carrying republican, but became estranged during the Religious Right takeover. Now that MAGA has taken over, I have no use for the republicans and think they have lost their way and are between a cult and the mafia.",0.27,51,-3.38572961943575
US:4679109,Strong and confident,0.37,3,-2.2379079677520615
US:182482923,"The other side is completely lawless,lazy and entitled. Always supporting criminals, rioters.pediphiles and every other undesirable individual in this country",0.23,30,-5.885788337667188
US:46363594,"Becasue in almost all important respects they are the Uniparty. Both abjectly serve the parasitic financiers and the wehrmacht, both lust for total global hegemony, both seek profound censorship and Big Brother surveillance, neither gives a rat's ass about working people or children, both seek unlimited Presidential power including abuse of the pardon power and freedom from prosecution or responsibility, both are drill-drill-drill despite some performative differences by the Dems, both run horrific deficits to increase profits for financiers and the MIC, etc.",0.29,112,-7.127299794095293
US:143342913,Realized Republicans are cold inhuman and evil.,0.22,10,-5.324081374683043
US:133260055,I take a stricter interpretation of the Constitution and believe in more limited government.,0.55,15,-1.0769384706251286
US:25459987,I think government should be run by the people and there should be less government intrusion in the lives of the american citizens.,0.64,24,-0.6133488364283592
US:40508950,I think people/government should help people. Republicans pander to the rich while the poor get poorer. Washington needs to tax the billionaires.,0.32,28,-2.727770859750035
US:31654889,"Of the two, it's the party that focuses it's efforts around making life better for people generally, not trying to make life worse for certain people.",0.48,31,-1.4666122688479672
US:44942032,The Democratic party policies align more closely with my views.,0.37,11,-2.2143268482230782
US:4536199,Why be a MAGA idiot,0.31,6,-2.7695810519470703
US:155549479,It's the party that most closely aligns with my values and principles. It is the best fit for me and my interest.,0.67,26,-0.436730253582021
US:3256075,"Believe in holding people accountable and not having ""give away my money""programs.",0.22,17,-5.2762693750482415
US:138133999,The things that are important to me have been shown time and again to not be important to either party.,0.65,21,-0.5694521669140074
US:155596553,"Because I hate Ronald Reagan and Donald Trump. They're both fascists, as is everyone who voted for Trump and supports him still. I don't actually think of myself as a Democrat but as more of a far-left-leaning liberal.",0.41,47,-1.971977574449155
US:673837,"I am a registered Republican because I live in a ""Red"" state. If I want to have a say in elections I need to be able to vote on the republican ticket in the primaries.",0.61,39,-0.7727255017351613
US:46348797,The two party system is bs. They only care about their donors and lobbyist.,0.52,16,-1.267434272349252
US:134747635,They are bought and sold just like everyone else but they don't actively try to destroy lives as often as Republicans.,0.23,23,-4.224849429053716
US:3779180,"Republicans fix problems long term, and they stay fixed. Democrats fix things with patches that feel good when they are done, but the patches don't work for long.",0.24,33,-3.8218008914837016
US:2702713,More level headed,0.22,3,-4.900460896595904
US:2150877,"because its the clear choice for the issues that are important to me. Environment, law, fair practices, regulations, etc",0.27,24,-3.347015902661333
US:126143329,not sure,0.24,2,-4.0409995562355
US:139725973,"Because I believe it is important to take care of all people and especially those who are unable to take care of themselves either because of health, age, involuntary low income, war, crimes, etc.",0.28,40,-3.233657716064172
US:143006723,"I'm proud of our country, of our democracy, and of our three branches of government equally maintaining order so that one person can't destroy our constitution.",0.27,31,-3.2785300935623667
US:120056,Strong conservative and that's the only place for my phylosophy,0.22,14,-5.570589606847143
US:39929872,"When the Republicans became dogmatic, and stopped seeing nuance. Ban ALL abortions, deport everyone brown or black etc. Further when it became clear that no Repub would vote as an independent after their election.",0.31,42,-7.300540880393638
US:129041943,I am because I align with Republicans and what we do for our country,0.22,14,-5.0186624945469935
US:140303151,Because their values align with mine.,0.28,7,-3.1881379135249923
US:182287607,"if $wording_democratic_nor_republican Party? makes any sense, so do the parties in compromising their agenda for the good",0.32,28,-7.4716904361363055
US:120580703,My ideals always include the wellbeing of today’s society that will always be revolving.,0.23,16,-4.154235457528407
US:43659999,I believe strongly in more of their policies instead of any other party,0.26,13,-3.5912314713079247
US:26933767,Commerce not handouts,0.24,4,-6.133028914555658
US:2280799,"Fiscal conservative, belief that smaller federal government is what our founding fathers believed",0.24,15,-3.9826651667531032
US:3189249,because i want the world to be trusting and free of speech and better ways to help one another,0.24,19,-4.053986811176542
US:183059505,"I'm for the people,not corporate greed",0.37,9,-2.225377966412889
US:142014043,I am conservative in my views for our country and think the morals of our country are going downhill.,0.48,20,-1.4628080533525472
US:128271913,They align with the values I was raised to uphold,0.59,10,-0.888066424563398
US:36826090,I am personally offended by both parties. I feel that they are self-serving and do not reflect the will of the people.,0.83,25,0.47639246651522876
US:42414487,"Because Obama was, and he was who my family was supporting",0.22,12,-4.918002261051647
US:975384,I believe in small government and lower taxes,0.58,8,-0.9367874743853881
US:133764955,See above,0.29,2,-3.1047103411753163
US:151713159,To support a better candidate when voting,0.29,7,-3.095668672744798
US:45708634,I believe in most of their beliefs.,0.38,8,-2.1344705231746395
US:26379928,I don't agree with either party,0.44,7,-1.7695212397414812
US:2206969,I agree with most of their positions,0.43,7,-1.818278744475347
US:188282277,"The political platform as a whole has views that align with my values, but I still disagree with how they do things and am not a MAGA fan, so I do not vote strict Republican anymore.",0.29,40,-3.0814859607934797
US:133487487,"I believe in smaller federal government, and depending on myself to live, not the feds. I think we should have a safety net but I don’t like handouts.",0.36,35,-2.302488879900419
US:46470128,Neither party really is working on my behalf anymore.,0.28,10,-3.138338644782476
US:124268377,Because I agree with everything the Republicans say and stand for.,0.25,12,-3.7661806832947122
US:151472439,The extremists from both parties are dominating the political landscape,0.47,10,-1.551991181297517
US:142972495,"I care about people and their wellbeing. I want everyone to be free to live life as they want. That means reproductive rights, LGTBQ rights, equal opportunities for marginalized groups and so many more reasons to create a better society.",0.35,47,-2.464065319177142
US:2268180,left. went crazy,0.39,4,-8.057233064082345
US:3082308,The Democrat Party and some Republicans run by a handful of people who look at the Constitution as a bump in the road from becoming ruled by a world/global new world order.,0.23,34,-4.126252534958802
US:38933505,"I think the most important issues facing the country are climate change, income inequality, and access to healthcare: issues that Democrats champion.",0.63,26,-0.6646086626263958
US:166893161,Because democracy is always better for people of color,0.26,9,-3.600790800073276
US:140482051,I’m not politically inclined,0.46,5,-1.5992112700491048
US:183807503,Because I listen to both opinions from both parties and choose what is good for the citizens hence not leaning on neither sides.,0.22,24,-4.940248061215411
US:2527661,I no longer believe in anything the Republicans stand for.,0.47,11,-1.5486404923960357
US:206578411,"I have always been politically and socially progressive. I have always considered myself a Democrat because I had long thought that being a Democrat was synonymous with being a leftist. Slowly over the course of the last several years, as I became more educated and more politically aware and as I saw Democratic politicians move further to the right, I have become very disillusioned with the party. I disagree, to varrying extents, with much of the party's platform and am even more disappointed with the Democrats' perpetual inertia and outright refusal to deliver on even their most basic of campaign promises. Even though I hate the Democrat Party -- especially at the federal level -- I nonetheless have been a registered Democrat since I turned 18 and have always voted exclusively for Democrat candidates, and I do not expect that to change, purely because the Republicans are so much worse than the Democrats and all Independent/3rd party candidates are totally non-viable.",0.34,183,-2.548449448037175
US:164611585,"again, neither party cares about me. I vote for whom I believe will harm me the least.",0.42,20,-1.8793108991122085
US:714897,"I was an Eisenhower and Tom McCall (Oregon's Governor) Republican. They believed in using public funds to make ordinary people's lives better. From the nations first bottle bill and cleaning up our rivers and air to promo education to land use planning government was responsible and lacked drama. It took me a while to figured out the party's switched positions. When I did figure it out, I changed party.",0.25,81,-6.400369435810142
US:41898821,I have increasingly seen corporations and right-wing politicians doing their bidding as the greatest threat to liberty,0.28,18,-3.1603448113121035
US:4615008,they represent minorities a lot more than republicans,0.22,9,-4.841021804370052
US:186367445,Democrats strive tio make life in the US better for all. Republicans seem to make life in the us better for the wealthy and corporate America.,0.37,29,-2.2488203913572535
US:158943699,Have same beliefs,0.26,3,-6.679721264970314
US:182008695,"I think that government should be focused on doing what is best to protect its people, not corporations. I—naively, I realize—believe that Democrats are the party that might make that possible.",0.34,41,-2.4939860753937158
US:162661351,Helping people seems more to be a democratic position and republicans seem only to help the rich,0.26,19,-3.603733130042698
US:1286446,"Both parties seek to have power & control over the people. Dems want to impose their liberal economic controls, while Repub wants to impose their conservative social issues. The decades of both parties pushing for more federal power as brought us to our current situation with Trump using the office to dictate what's to happen.",0.27,61,-3.3555109928026354
US:41030059,More in tune with the real world,0.61,7,-0.7596014534978645
US:28967472,Because they support my conservative values.,0.22,7,-5.0334274747492005
US:3184357,Republicans can primarily articulate what they believe and why they believe it. They follow their ideas to it’s conclusion before implementing.,0.22,24,-4.564271920295892
US:120655447,"The republican party is the party of the new trump regime. they are weak,biased,cowering fools. I will never ever vote for a republican again ever.Where is their collectivr fight for democracy,the rules of law and our constitutional rights as Americans.",0.22,50,-5.206935429980995
US:26680661,I used to agree with the policies of the Democrats but now days the Republicans seems to be more for the people that voted for and elected them.,0.36,29,-2.3453070332497354
US:26945606,My values more align with Democrats.,0.22,7,-4.643399654134443
US:911080,Because the Democrat stance on most issues is the opposite of what I believe the country should stand for,0.41,19,-1.9159918310185744
US:23475501,"I want order in immigration, I want welfare reform, I am tired of giving hand outs",0.22,18,-4.638985028392225
US:138128115,"I feel Democrats are committed to making policies and laws that help everybody, but especially those that have the least. The are dedicated to investing in things people need everyday like healthcare, education, and roads and bridges.",0.36,42,-2.3215926445766493
US:4503682,Neither party does much of anything useful,0.25,7,-3.628468292081068
US:4495368,I am an extremely conservative person and feel law and order should be followed and each person should pull their weight.,0.33,22,-2.5848354358982006
US:4560299,because i am a very conserative person,0.53,9,-1.1788299740314714
US:1631220,Republicans represent American values,0.22,4,-5.0302238216397175
US:2182641,"For many reasons, being more liberal in regards to social issues, supporting women's rights to abortion, caring deeply about the environment, advocating for universal healthcare & more affordable, even free higher education, hoping for mandatory parental leave & more affordable childcare, supporting diversity, equity, & inclusion, I could go on.",0.27,62,-3.3685859990509073
US:29876621,Dems seem to do less damage and follow rule of law,0.23,12,-4.120540085060397
US:2029237,Both parties do things that are against God,0.25,8,-3.6689180719420365
US:27222726,"Ever since I was a kid. I leaded Dem on some ways, rep on other ways. And I also felt like I was choosing the least evil.",0.22,32,-5.556667624069615
US:4553992,Their views are not as extreme,0.61,6,-0.7648624117920715
US:711506,"Believe in small gov't, States with more power than the Feds, strong military, safety net benefits but not a hand-out. Conservative monetary policy - shrink the debt!",0.23,36,-4.392171934341085
US:109810107,Keep my own money,0.23,4,-4.233924328433879
US:17100,more liberal,0.25,2,-6.457132131156152
US:138763223,They seem to see things the way I do,0.52,9,-1.2571982298568543
US:155362883,I am more conservative with many issues that fall under the Republican party,0.32,13,-2.7523611965384
US:174063149,align more with thier views,0.22,6,-5.296263762039769
US:420555,"At least they seem to want to follow the constitution. Republicans seem more focused on a dictatorship, with Trump as leader. I'm deeply concerned that we will cease to have regular elections.",0.29,37,-3.0924489367204044
US:129300843,"I think the Republican Party has absolutely nothing to offer me. It’s not even trying, really. I’m not so hot on the Democrats, but they’re unfortunately all I’ve got.",0.62,38,-0.707489140330283
US:107181855,just do,0.22,2,-5.242451139047592
US:193179165,"I want lower taxes, less government involvement, less welfare, bigger military, stop wasting money on politician pockets.",0.23,22,-4.291458654178468
US:3002479,Because may ideals align more with theirs.,0.33,8,-7.570912125471582
US:192056725,I feel that the democrats have gone too far left,0.66,11,-0.5069810063761888
US:166729765,I dont want any party to decide my vote.,0.37,10,-2.2126673957477503
US:4400314,BETTER VALUES,0.41,4,-1.9585674043981778
US:116258825,I can contact JP Morgan prosper any of those people and borrow money immediately without putting my house up without putting my car up just on my word that I would pay them back That's a Republican.,0.22,39,-5.556222112987275
US:182975853,Hate politics,0.22,3,-4.584047109525531
US:1622123,"I was Republican, but they have become the party of hate and the rich, where cruelty is the goal, and the rich have bought them, body and mind (they no longer have a heart or soul).",0.37,42,-2.2739263478026275
US:2498560,I think that Democrats tend to work toward helping the everyday man while Republicans tend to work for the businessman.,0.33,21,-2.576209896039641
US:130395247,"Bc I believe in protecting the constitution and giving power to people, not corporations.",0.5,17,-1.3578648765471906
US:2089581,neither party is looking out for america,0.26,8,-3.5254689199599243
US:117061455,Democrats seem to be way too liberal.,0.35,8,-2.4551374032881506
US:183059529,Policy and people,0.26,3,-3.5357129831066154
US:4734429,Just saw what was going on,0.28,6,-3.2487017185515388
US:32660547,"Cause my family is, and they seem to care more about minorities then republicans",0.22,16,-5.691697510080042
US:1206848,because at least the Democratic party doesn't hold racism and bigotry to be core values,0.35,16,-2.424593889287454
US:1437,Conservative,0.35,2,-2.4603725794151234
US:2449826,Because the Republican party supports free speech and individual rights and is more pro life and more supportive of regulating immigration both legal and illegal than the other major party.,0.25,31,-3.8036434946616207
US:182594201,"Because Democrats are too worldly and right now they are unhinged, calling for mobilization and revolution.",0.22,20,-5.567735732952312
US:166448297,"I believe democrats generally care about the people regardless of income status. The middle class is disappearing, and everyday people are struggling to pay for basic necessities that include affordable and reliable childcare, lack of transportation, etc. In Alabama the school systems are not doing their job and they're funneling money to charter and private schools and it's been PROVEN they do NOT provide a better education than public schools. I CARE about everyone whether you're yellow, black, white, red, brown!",0.22,98,-5.262874816946403
US:188019333,I don’t agree with republican ideals,0.28,7,-3.14109599128247
US:186693881,I dont knkw,0.22,4,-4.87087082953718
US:191456311,Independent thinker,0.28,2,-3.1538908902578533
US:41236323,Because I want what’s right and just for the people.,0.28,12,-3.1707460559647234
US:34805505,I’m more progressive and I feel like the government by the people for the people should take care of the people adequately,0.37,23,-2.23521483592432
US:2623142,"I have likes and dislikes of different aspects of both parties but overall they both are too polarizing. Very rarely are there true black and white answers to complex issues, yet both parties try to make it a us or them situation with little action resulting.",0.24,50,-3.908228155340167
US:40693044,They best represent my views and morals.,0.26,8,-3.539939944083857
US:2468946,"Both major parties are corrupted by special interest dollars, both parties are much too influenced by AIPAC, big pharma, the military-industrial complex, etc. and subject to various forms of ideological capture.",0.32,42,-2.683023779618463
US:3282672,NONE,0.42,1,-8.31185374156922
US:180579459,Because people need to wotk to suport themselves and stop relying on the government for assistance.,0.37,20,-2.2469846121018193
US:28911001,Neither of these groups allgn with my life or values. They speak with a voice that never will ecco mine,0.23,23,-5.728350675326488
US:174075657,I align with the values,0.6,5,-0.8456462611584251
US:3440514,I am a Christian and believe in free will,0.69,9,-0.3291675431081472
US:197237303,Because being a Democrat mean democracy with emphasis on democracy,0.23,10,-5.9851476056931565
US:42884826,I am for the people who are working class people who are poor for women who are trying to get equal footing for people with disabilities and people are just trying to get by. I’m not for people who are out for themselves. That’s where the Democrats represent all the people not just the rich.,0.54,60,-1.1188240765077466
US:424667,"Because the Republican party believes and wants to follow our Constitution, they are for keeping America safe and believe in the value of life, including the unborn. They are not all woke and putting crazy ideology like transgenderism as their top priority.",0.32,47,-2.73840052945204
US:2470378,I love my country and have values that align best with the Republican party.,0.52,15,-1.26833644117623
US:2209282,"I don't agree with the Democratic movememt. The idea that one person (pelosi) can tell her folks how to vote, takes away the freedom of everything. I do not like abortion and I do like church and prayer in school. I am for the border to be closed and for those who don't obey our rules to be removed. I am for less government . I believe parents should have the last say so for their children. I do like being in a right to work state. Much more.",0.26,105,-3.4997716975046425
US:2179860,I care about the well-being of all human beings and our natural environment,0.78,14,0.12805589325935768
US:2629389,the values are closer to conservative values,0.23,7,-4.2180992118892915
US:35745557,Both parties stink,0.22,4,-4.884577641496094
US:26421389,America first. Care for our citizens,0.24,7,-3.9523474998755286
US:3121841,beacuse I beleive in what they believe in,0.37,11,-2.2408724213405593
US:185476387,Values,0.22,1,-5.4792182669643665
US:188257117,Republicans are generally conservative and religious and believe in traditional values and that’s how I align,0.31,17,-2.8267401615926175
US:4549119,I love some of their values and inclusiveness.,0.27,10,-3.3065597675124137
US:2841551,A teenagee,0.22,3,-5.1767592061703755
US:144050439,"I firmly believe that until women have bodily autonomy, no one is equal.",0.37,15,-2.253263156337881
US:41764227,"I am far more liberal than they are. For this crumbling nation, sadly, they are part of our hope.",0.22,23,-4.705191630497621
US:128626769,"I’m conservative, I believe people should follow the constitution and abide by the law.",0.46,17,-1.6084880625430482
US:104625177,Democrats fight for the people of the US. Republicans are just about money and getting rid of gays/transgender.,0.33,22,-2.6491857906828455
US:41670181,I value smaller government and personal responsibility.,0.28,8,-3.249624131027812
US:144538451,"Pro life views, believe in God. Believe in protecting my family & myself",0.23,15,-5.722648817714691
US:2747606,I do not think like a democrat.,0.32,8,-2.734064559985705
US:2724953,The promise of liberty and justice for all.,0.56,9,-1.026700040361342
US:104444073,"I believe the Republicans have been mainly supporters of those with wealth, from wealthy companies to wealthy businesses.",0.27,20,-3.309446566132887
US:182734969,I believe in the rule of law and following the Constitution.,0.82,12,0.43444765220598497
US:2159379,"Bush really impressed me when he went to the trade center site and spoke to the people there, his support was heart felt.",0.46,25,-1.586847958673196
US:41855222,"Family Values, small government, secure borders, International strength.",0.22,12,-4.883186157565257
US:196954061,I tend to be neutral,0.53,5,-1.1995479667137843
US:4745573,they are NOT the party of Trump,0.32,7,-2.721060174217882
US:115437009,the structure of the party,0.39,5,-2.11402820946135
US:2801227,Because they don't do what democrats do.,0.24,10,-4.022085226912315
US:27812555,I feel that have views that are in common with the party.,0.32,13,-2.750447473626415
US:158427667,To be more concerned about the everyday man a n women. Not the rich and famous,0.22,17,-4.638096154084125
US:102359727,"I believe that the government can be a force for good and that we should build a caring, inclusive society.",0.91,22,1.1417371995720842
