person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:1761344,Family,0.25,1,-3.7675180728671025
US:29075944,Job,0.33,1,-2.6298001581011357
US:28000767,My family moved here to live in the country and for the cost of living.,0.7,16,-0.308358287707529
US:40941474,Got a job,0.41,3,-1.9595125092818997
US:41130101,evicted from our home in Nevada,0.31,7,-2.8595278864565725
US:32631615,for work only,0.26,3,-6.637466428629636
US:34430423,Joined the Air Force,0.32,4,-2.7536942415679797
US:137825873,It is home,0.37,3,-2.2111477519505702
US:28901228,To help start a business with my stepdad.,0.27,10,-3.3343679075007415
US:1485026,military,0.36,2,-2.3319677294128507
US:133573153,Job,0.33,1,-2.6298001581011357
US:27241418,family member unable to find suitable work in Colorado,0.22,9,-5.3342893765320545
US:30207651,don’t know,0.4,3,-2.028933942415091
US:122636967,To connect with family,0.35,4,-2.424190852822694
US:2465772,Retired and to be near family.,0.36,8,-2.334830082291114
US:2965939,To be near to help elderly family members,0.22,8,-5.230776230617875
US:181731247,Husband got stationed in Maryland through the army,0.22,9,-5.022218334828373
US:117652193,Family,0.25,1,-3.7675180728671025
US:27584691,Got accepted to OSU college of medicine,0.25,8,-3.622189889928553
US:158831607,borned here,0.27,3,-6.826845945304505
US:29499713,parents moved me here,0.31,4,-7.347074363061505
US:1187079,Very low property taxes.,0.24,5,-4.075219760780976
US:2263109,Warmer weather and less taxes,0.25,6,-3.801536645900019
US:804937,parents moved,0.82,2,-10.584820486213298
US:2313902,Quality of life,0.36,3,-2.2995893422623617
US:161622419,To get away from New York,0.34,6,-2.4722589578917438
US:25583083,Job transfer,0.23,2,-5.710488293819559
US:25916523,Cheaper cost of living,0.55,5,-1.085027121969967
US:137375565,Born there,0.27,2,-6.753916288151027
US:134706547,Returning after being away,0.27,4,-3.3600568748059128
US:25458620,To go to law school.,0.29,6,-3.011718618422473
US:102088179,Be closer to family,0.23,4,-4.333882260050166
US:103059339,Raised rent couldn't afford it,0.38,6,-7.963981659757289
US:26167492,I am from Texas,0.6,4,-0.8004356761499402
US:1579252,opportunity,0.29,2,-3.083827114271776
US:169952135,Dad was Army,0.22,4,-5.28403946349712
US:1341357,--,0.28,1,-3.229016884071019
US:862947,"After being the fourth generation of Floridians, I have been crowded out of Florida. I use to live in Ocala, FL and the newcomers have destroyed my town. Way too crowded and no longer a safe and quiet town.",0.37,47,-2.2691681276712203
US:164069273,I missed my home and family.,0.51,7,-1.311835405887147
US:36996550,work opportunity,0.41,2,-8.201650679176575
US:116835241,I was born in California and moved for work in 1972 and moved back to California with my husbands work,0.39,22,-2.1261121237152034
US:480712,dad found a job,0.22,4,-4.486405578289371
US:29347976,School,0.27,1,-3.413737255616781
US:2102857,Family lived here,0.22,3,-4.861736573442247
US:169862501,Married,0.3,2,-2.962658790543791
US:181384291,I did not. I must have picked wrong state by mistake. I am sorry.,0.48,17,-1.5007687419958473
US:40826094,My family moved.,0.28,4,-3.134263385836414
US:192411359,I was born there,0.4,4,-1.9908437918705264
US:41061421,work,0.23,1,-5.758092195569234
US:138631459,"To come back home to where most of our relatives were, my parents decision, I was 11.",0.28,21,-3.2552509918934223
US:3949428,My dad was accepted into the police academy.,0.5,9,-1.3569887522241983
US:194318471,Education / Job Opportunities,0.24,4,-3.8947496219372173
US:100754677,"Partner’s job, to get out of Texas",0.22,9,-4.99057585650595
US:183404425,To get away from the thrones of people fleeing California for Florida,0.23,13,-4.2315810139028605
US:4171678,Employment,0.39,2,-2.104787896840956
US:112518579,WITH MY PARENTS,0.33,5,-2.561948334002166
US:189279421,My parents moved here,0.35,4,-2.3934872312132685
US:42794516,Work,0.44,1,-1.709566926274204
US:102378245,My daughter moved here for a better job opportunity.,0.39,10,-2.105131054291004
US:1254763,family live here,0.27,3,-6.888489502226711
US:40858605,My dad got a job in Mississippi,0.49,7,-1.450268363273209
US:193613013,Texas is my home,0.43,4,-1.8319528710807902
US:793207,To get out of Ohio,0.24,5,-3.946327875853474
US:38116937,Parents new jobs.,0.22,4,-5.571348006833603
US:4391358,get away from NY and the snow and ice,0.27,9,-3.283125433546277
US:175809677,Parent job,0.22,2,-5.4552345856489595
US:174129063,weather,0.29,1,-7.163085639089649
US:742908,divorce,0.23,2,-4.288318032773504
US:2648198,my friends and family are here,0.46,6,-1.582589315721105
US:29268280,"As a single person not making much money, already having my sister live here, it was a good choice financially.",0.3,23,-2.8800477892426937
US:1437879,I moved to help my daughter and grandkids.,0.48,10,-1.5023324929868094
US:31627267,2011,0.3,2,-2.9912423848421477
US:2241151,My daughter asked me to move to Oregon,0.29,8,-3.004446257716267
US:159830479,My parents moved there,0.24,4,-3.8879175804032395
US:150670265,Family,0.25,1,-3.7675180728671025
US:206532327,Impedit est sint q,0.42,5,-8.281490856998829
US:190104323,My father died and my mom met a man who had a house here n married him,0.26,17,-3.562463470284201
US:36726064,Job,0.33,1,-2.6298001581011357
US:101292575,I grew up there,0.31,4,-2.8252355323566127
US:133121471,Born here,0.24,2,-6.211084609295849
US:204816343,My work and residence there,0.23,5,-4.246166871156989
US:115246057,Opresion in my country,0.26,6,-3.441555820367182
US:28010080,lived here all my life,0.38,6,-2.1941686653561434
US:32890217,My father’s job,0.6,4,-0.8422718953304262
US:4718999,Job transfer,0.23,2,-5.710488293819559
US:46347610,home,0.27,1,-6.880449323080068
US:192355809,STAY WITH MY FAMILY AND GO TO COLLEGE,0.42,11,-1.8557876938718043
US:165590601,Family was here,0.22,3,-5.00193117502692
US:155882145,Family moved,0.24,2,-6.180743024598224
US:455499,I was living in Philadelphia and very unhappy so I moved back to NYC,0.39,14,-2.08561612454742
US:25426507,I was pregnant with twins and moved back to be by family for childcare,0.22,14,-4.481508597723238
US:158639241,I had a job.,0.77,5,0.08671889834597063
US:29742065,Job,0.33,1,-2.6298001581011357
US:43751436,Spouse's job,0.24,4,-3.9627108400636057
US:193379437,i move back to alabama,0.26,6,-3.5382861228458995
US:4055780,I was born here,0.62,4,-0.738409544674931
US:156013991,I grew up in Texas and my family is here.,0.68,11,-0.39632883549903364
US:2081773,For work.,0.24,3,-3.841662844737632
US:32575363,Work,0.44,1,-1.709566926274204
US:31278701,Retired from the military and my wife is from Pennsylvania.,0.55,12,-1.0916820507171496
US:37883112,Returning home from Boston,0.22,4,-4.637679803500287
US:193503411,Came home,0.33,3,-2.617574918005329
US:181145173,Relationship,0.23,1,-4.425152350889344
US:377246,born here,0.28,2,-7.017825511327215
US:39176205,Work,0.44,1,-1.709566926274204
US:2856654,Family moved war was over Father Discharged,0.36,8,-7.83090293724427
US:182776857,Family here,0.27,2,-6.798386181098376
US:37601036,born,0.3,1,-7.236120512622556
US:2165515,Business/also a chance to move back home,0.22,9,-5.075915870794368
US:39402162,Because it’s Tennessee,0.22,4,-5.251196245227878
US:3369656,I was born here.,0.64,5,-0.6347928988493824
US:176399103,Father's job change,0.23,4,-4.173319908624061
US:202020041,Because I was about to start my business life there,0.26,10,-3.525113626815675
US:168597189,New York is awful on numerous levels,0.26,7,-3.543658990738757
US:35562516,Cost of living,0.53,3,-1.1896825588485167
US:187424297,my wife got a job here,0.33,6,-2.611483501844273
US:735263,Better opportunity and weather,0.3,4,-7.195041813019249
US:2473459,To be close to family,0.33,5,-2.6490987365760463
US:1999302,Job transfer,0.23,2,-5.710488293819559
US:4347115,to find employment,0.23,3,-4.2216084283268085
US:35221011,To be closer to children,0.26,5,-3.5927535513223763
US:28822265,I was born here unfortunately.,0.27,6,-3.3996343576856765
US:169811387,Moved back home to take care of family,0.35,8,-2.454716152874104
US:3072007,Business,0.36,1,-2.3231378819640005
US:164518739,Needed a change to a place where people actually care about other people,0.49,13,-1.417809353400018
US:703898,work,0.23,1,-5.758092195569234
US:682912,"Better pay, no winter weather",0.22,6,-5.1502451076227285
US:191795111,military,0.36,2,-2.3319677294128507
US:160095539,Built a new home,0.42,4,-1.8806518995770645
US:33368978,To be close to family,0.33,5,-2.6490987365760463
US:183793159,I like it here,0.63,4,-0.6544364264572059
US:4365113,cheaper to live,0.26,4,-3.604140199339047
US:27237895,born,0.3,1,-7.236120512622556
US:624792,Kids,0.22,1,-5.19617225208237
US:46359703,Born,0.23,1,-4.273463638025494
US:28087888,To be with partner.,0.23,5,-4.417822504995484
US:105014911,Grandfather died and family moved in with grandmother,0.39,9,-2.0573080684191116
US:31237813,Family,0.25,1,-3.7675180728671025
US:173158813,Was born here,0.23,3,-5.952310534431207
US:3806476,"I was born here. I didn't move, I did leave for college, a career, and have come back to raise my family.",0.4,28,-1.9985737353701698
US:2628077,it was home and my family is here,0.28,8,-3.251513707045983
US:40015708,To care for an elderly parent.,0.32,7,-2.734012862265994
US:1720318,friends and family,0.3,3,-2.964037225329126
US:153308791,i was born here,0.37,4,-2.2110278164412622
US:30773522,family death,0.37,2,-7.878385378691117
US:192021355,Family moved.,0.28,3,-6.963512759320766
US:2145616,NEW HOUSE,0.25,2,-3.7522597203036954
US:189409729,Parents divorced.,0.23,3,-5.867396897820302
US:25730405,Husband got a new job,0.65,6,-0.5807870675099163
US:4407868,school,0.37,1,-7.9039814085272955
US:143201783,School,0.27,1,-3.413737255616781
US:180744341,Got married husband came from NJ,0.37,6,-7.949295480858769
US:263367,Moved home after college.,0.24,5,-3.9606726542210335
US:501542,graduate school,0.22,2,-5.041492246934834
US:39463285,Was a dream for my parents to move to Colorado. I went with them and I am very glad I no longer live in the very corrupt state of Illinois.,0.39,32,-2.0704409003114863
US:1218565,for love - new relationship - now married,0.22,8,-5.516076295020407
US:35234705,healthcare,0.27,2,-3.3343683483341486
US:1130515,moved back when I left the miltary.,0.22,10,-4.700649795644679
US:164657563,Family,0.25,1,-3.7675180728671025
US:2129945,Got married and purchased house,0.22,5,-5.069048876293432
US:230016,Job availability and because of a relationship I was in.,0.22,11,-4.821999730107623
US:184196597,To be closer to family,0.31,5,-2.7828602354045757
US:195042785,Military Father was transferred to Florida,0.22,6,-4.879030714777329
US:24042688,where my parents lived at the time,0.36,7,-2.361323504089804
US:2502581,I am from here,0.5,4,-1.3596226771325948
US:24328153,I was discharged from the US Military,0.55,7,-1.0871292073126444
US:1931833,Was born here.,0.22,4,-5.058588438882611
US:681642,Military,0.23,1,-4.3068628575084205
US:34525992,Work,0.44,1,-1.709566926274204
US:181010171,My father got a promotion that required that we move to Virginia.,0.56,13,-1.062511525718404
US:1754875,"Finished school, native Texan",0.41,6,-8.201417342361292
US:42734159,to be closer to family,0.29,5,-3.034239140324451
US:1216543,for a job and family,0.25,5,-3.8108711038339504
US:148896193,Work,0.44,1,-1.709566926274204
US:188267891,parents moved,0.82,2,-10.584820486213298
US:43164271,college,0.38,1,-8.01762236337824
US:45115466,"I moved back to the city where I grew up, to be close to a family member.",0.8,19,0.29789116094993884
US:145682665,the whole family moved,0.24,4,-4.0512201911497625
US:123904033,Work,0.44,1,-1.709566926274204
US:170252225,"It’s where I’m from originally. Home, unfortunately.",0.25,12,-3.78754498289753
US:3682563,Job,0.33,1,-2.6298001581011357
US:183976957,I was born in Virginia,0.81,5,0.37558855880822184
US:46344153,Moved back home to care for parents,0.29,7,-3.0922551331940094
US:182165367,To be close to family,0.33,5,-2.6490987365760463
US:33635296,Born and raised Texas,0.22,4,-4.879815134323536
US:41771993,I was born here,0.62,4,-0.738409544674931
US:195844167,Excellent place for raising children,0.25,5,-3.7578397169087703
US:41908088,To raise my family,0.28,4,-3.159551654470588
US:2320954,It is my home,0.45,4,-1.6513243140402947
US:93143,I was born here and only lived abroad for both work and pleasure months at at time for several years.,0.22,21,-5.047539706561881
US:135508615,Military move,0.24,2,-6.31071514017218
US:25452152,Job,0.33,1,-2.6298001581011357
US:132638117,military requirement,0.22,3,-4.924282642128628
US:139878371,I got married.,0.4,4,-2.0190555857032684
US:32544303,Weather,0.28,1,-3.250849411559235
US:202222827,To live a better life,0.56,5,-1.012280287527101
US:36620325,husband's job,0.23,4,-4.109820383424247
US:138361501,It is my home,0.45,4,-1.6513243140402947
US:43066243,For my husbands job,0.22,4,-5.673142626463451
US:42894974,Work,0.44,1,-1.709566926274204
US:134000315,Pennsylvania,0.42,2,-1.8660668050798312
US:41019514,marriage,0.23,2,-4.355269498411406
US:46511714,job,0.28,1,-6.973120537884909
US:140622535,college,0.38,1,-8.01762236337824
US:2280343,Work,0.44,1,-1.709566926274204
US:136070671,"I missed the food, seasons, and diversity of population.",0.24,12,-4.062411038386403
US:188424457,I didn’t I clicked the wrong state and didn’t realize it,0.24,13,-4.010278068628681
US:106543723,Healthcare,0.53,2,-1.2220093064315392
US:33758991,It was better than Florida in all aspects.,0.3,9,-2.9963659381514796
US:193629341,To be closer to siblings,0.22,5,-4.618384020316924
US:126744165,To attend high school,0.31,4,-2.828792088402959
US:190634637,My best friend lived here and I was not happy where I was.,0.44,14,-1.718664594505802
US:26284748,to be closer to the ocean and live alone,0.32,9,-2.740055208572506
US:173293155,California is too expensive to live on a SSDI budget,0.31,11,-2.782225815377686
US:3396338,parents relocated when I was a toddler,0.22,7,-5.643783822737586
US:172027119,Parents,0.22,1,-5.272819317914015
US:129537671,Retirement,0.38,2,-2.21027587774901
US:22620,Mom wanted a new life and away from dad,0.24,9,-4.077790239996283
US:1854326,With parents,0.22,2,-4.520557557952113
US:136769841,work,0.23,1,-5.758092195569234
US:1119703,Bough land here to build a home on .,0.24,10,-3.8976798924664866
US:33656121,To take care of family and tired of living in a big city,0.42,13,-1.8844196359637724
US:142486505,My ex husband found a job here,0.25,7,-3.7421252217066483
US:4279308,Parents moved here when I was a kid,0.28,8,-3.2475302306392595
US:3214547,Moved with parents. Father got a job at the airlines,0.23,11,-4.208358290666404
US:132522673,Marriage,0.38,2,-2.145412607267349
US:352036,Change of scenery,0.37,3,-2.2714279294425386
US:27084070,born here love 4 seasons beautiful state,0.32,8,-7.4270924051796605
US:170593711,Relocating with my partner for his job,0.35,9,-2.424025708783846
US:101112849,Military,0.23,1,-4.3068628575084205
US:4576585,divorce,0.23,2,-4.288318032773504
US:172501669,My parents were both from Texas. I was born in Florida because my dad was stationed there in the Air Force.,0.88,23,0.8784512019017132
US:3621232,Born here,0.24,2,-6.211084609295849
US:159727159,Weather and beaches,0.23,3,-5.731766432781728
US:27277690,born here,0.28,2,-7.017825511327215
US:41503333,job,0.28,1,-6.973120537884909
US:39963089,Dad’s new job,0.79,5,0.24303937415451146
US:310175,Family,0.25,1,-3.7675180728671025
US:36124692,Parents,0.22,1,-5.272819317914015
US:184539457,ready for a life change,0.36,5,-2.311219305460722
US:41284403,New Job,0.38,2,-2.1373044445082394
US:182297047,Be closer to my dad,0.22,5,-4.889231012167592
US:292623,I wanted to retire in a dry heat climate. After living in Georgia for many years with that humid heat I would not put up with that in old age,0.3,31,-2.984003410244598
US:4405024,This is where my relatives were,0.34,6,-2.5111111566842816
US:36024349,For my wife's health,0.26,5,-3.4992361472784923
US:177145199,My father was in the military and was stationed in Germany when I was born and returned to the states the following year.,0.84,24,0.5409432879085736
US:137698861,For a job,0.44,3,-1.7650648211858004
US:168021167,to change my life,0.37,4,-2.268003755986737
US:128975605,New job,0.32,2,-2.679164289476525
US:132017167,Marriage,0.38,2,-2.145412607267349
US:39810478,Parents,0.22,1,-5.272819317914015
US:181110319,Ronny reagan,0.23,4,-5.990854632559449
US:144790123,Work and family,0.36,3,-2.347813987674409
US:40459711,I am from there,0.4,4,-2.0506057323211
US:188253589,We are from CA and all our family is in CA. We moved away for a job and then moved back.,0.76,23,0.04425425741853218
US:154924295,For comfort and better assistance for my wife and I.,0.23,11,-4.443453281056264
US:510423,Parents moved here,0.27,3,-6.835573645971975
US:164858385,Parents lived out here,0.36,4,-7.817894885775855
US:134177953,Be closer to family,0.23,4,-4.333882260050166
US:169005997,New job.,0.34,3,-2.4706917797192633
US:206753361,Family,0.25,1,-3.7675180728671025
US:175468137,Father's Job,0.27,3,-3.3292264439863692
US:28445093,My Father changed jobs/got promoted.,0.22,8,-5.233491363392391
US:145923247,cheaper rent,0.22,3,-5.494533235386085
US:137128377,To attend college,0.31,3,-2.8086199526625717
US:183813775,To go back “home”.,0.23,6,-4.384342082732862
US:821936,Married an American,0.27,4,-3.415981726894494
US:123839611,Discharged from the military,0.67,5,-0.47324951022811257
US:364889,job opportunity,0.25,2,-6.3770098168801335
US:187896951,Family,0.25,1,-3.7675180728671025
US:4722679,Too restrictive in Oregon. Much friendlier environment in Texas.,0.29,12,-7.071533972869223
US:4415754,Country house,0.22,2,-4.703758780344453
US:4679109,North Carolina,0.34,2,-2.468870370530378
US:184374051,Mom decided to move.,0.24,5,-3.918344499554539
US:191898243,Military orders,0.22,2,-5.4240201700143915
US:182482923,Parents moved when I was young,0.23,6,-4.256306130102869
US:112213047,Husbands job,0.22,4,-5.502323429324987
US:164385595,Relationship,0.23,1,-4.425152350889344
US:127807101,From Kansas,0.22,2,-4.976116197857088
US:46363594,Family,0.25,1,-3.7675180728671025
US:42561395,Work,0.44,1,-1.709566926274204
US:4418647,family,0.39,1,-8.061827286318932
US:143342913,Relationship,0.23,1,-4.425152350889344
US:24926141,Dad died,0.32,3,-2.6891036929595886
US:133260055,I was born and raised in Texas and briefly lived outside of Texas. In 2008 I moved back to Texas permanently,0.52,24,-1.2340492320515783
US:25459987,to obtain my education,0.26,4,-3.4385084925607377
US:182878625,Job,0.33,1,-2.6298001581011357
US:303588,Job offer,0.27,2,-3.3297204121235486
US:4389694,To purchase an MBE franchise,0.24,6,-4.071160676938612
US:40508950,I was in love.,0.68,5,-0.38369253072652126
US:101683337,Born and raised here,0.25,4,-3.7521625540037906
US:141935981,A job,0.53,2,-1.2162047615224842
US:1184964,work,0.23,1,-5.758092195569234
US:31654889,For work,0.26,2,-3.505979826637592
US:192835069,I got married and moved with my husband,0.44,8,-1.7461389331888506
US:194997095,Birth,0.22,1,-4.78186739641837
US:21982863,Home,0.3,1,-2.993164674738649
US:190481105,Get away from the politics in Washington state. Along with the depressive mental state.,0.22,16,-5.081572382053453
US:44942032,To purchase a home and be able to commute to my workplace in NYC,0.47,14,-1.5734563746145662
US:184005097,I was three years old,0.66,5,-0.4914033140567157
US:193251973,Marriage,0.38,2,-2.145412607267349
US:1624075,Hurricane Andrew (wife was from here),0.22,9,-4.8047735576621
US:103769783,My dad retired from the Marines and mom wanted to be close to family,0.33,14,-2.635636641819537
US:167673869,better economy,0.31,2,-7.384013106944424
US:2725244,it was up to my family. I had no say so,0.36,12,-2.3579037531405618
US:32555826,College,0.25,1,-3.653671016954066
US:4536199,I was born there,0.4,4,-1.9908437918705264
US:24062814,I got married,0.39,3,-2.0967827779969506
US:193015899,To be closer to my daughter and her family,0.5,9,-1.3800641348716596
US:125113441,Born in Louisiana,0.35,3,-2.402464318580532
US:155549479,Father in military and didn't want to take us to his next oversees deployment,0.22,15,-5.221349306728644
US:192089665,MY PARENTS DID,0.37,5,-2.271339712278268
US:4438256,Better job,0.22,2,-5.464849789016072
US:27584,born there,0.34,2,-7.6040308999295085
US:138133999,I wanted to,0.65,3,-0.5831530084010289
US:41241341,Property taxes in Westchester county NY were too high,0.31,10,-2.811116833570658
US:39274448,grandparents invited me,0.22,4,-5.3572906686954385
US:101287711,BETTER EDUCATION FOR MY KIDS,0.52,9,-1.2522950463371072
US:155596553,Family things.,0.22,3,-5.6471274274595045
US:3095419,Better opportunities for family and work,0.28,6,-3.168835509215662
US:46348797,Job,0.33,1,-2.6298001581011357
US:149911557,Family,0.25,1,-3.7675180728671025
US:134747635,I lived her before I studied abroad,0.23,7,-4.4071929477413585
US:37748276,Closer to children. Change.,0.22,7,-5.155502569176538
US:120784089,"Was born here, left to go to college & came back",0.28,12,-3.1954710444662373
US:3779180,"I wanted to live in Texas, and after leaving the USAF, I could do what I want.",0.44,21,-1.7094780114025778
US:46943944,Dad’s job,0.56,4,-1.0281189500910048
US:153555185,My father bought a company in KS,0.23,7,-4.280342462523747
US:203465795,Work,0.44,1,-1.709566926274204
US:153616,Born there,0.27,2,-6.753916288151027
US:2380145,Family reasons,0.3,2,-7.225158045747614
US:1589541,"husband hired to work as journalist on L.I., NY",0.22,12,-5.367927881034769
US:2286109,originally born in Iowa. My home state,0.33,9,-2.562922155117922
US:41833924,Job,0.33,1,-2.6298001581011357
US:150313,Mother's Bad Health,0.24,4,-3.8864168172083047
US:191212865,A parent lost job,0.25,4,-6.49089306950323
US:2166908,Job,0.33,1,-2.6298001581011357
US:182665229,With mother,0.22,2,-4.708054767629611
US:4541790,returned with my parents from a year spent living in Florida,0.28,11,-3.139644321490107
US:40826873,"I was 10 years old, parents moved to Oregon.",0.38,12,-2.207641318614648
US:136904579,Retired and have been traveling to Florida since I was very young. Always my dream to live near the beach,0.5,22,-1.386421017758664
US:123392119,To be closer to family,0.31,5,-2.7828602354045757
US:2150877,To start my career,0.39,4,-2.0664992433090608
US:1188060,I was born here,0.62,4,-0.738409544674931
US:139725973,I was a minor and my mother moved been with us,0.25,11,-3.6650149876336777
US:143006723,"Better quality of life, financial opportunity",0.33,7,-2.6316842699109713
US:120056,Aging,0.74,2,-0.0635363409433865
US:39929872,Requested by employer,0.23,3,-4.320552192181584
US:129041943,the weather and lifestyle,0.25,4,-3.795913599540093
US:140303151,Live with dad,0.23,3,-5.9671330957983635
US:29250191,To join fiancé,0.23,4,-6.032147739529237
US:182287607,birth,0.46,1,-8.544281502485322
US:186987043,Relationship,0.23,1,-4.425152350889344
US:139267251,More reasonable climate,0.22,3,-5.133715678414158
US:4039913,I returned home after living in Florida for 14 months,0.43,11,-1.7858528632401485
US:182906227,Parents moved here for work,0.22,5,-5.179070640502944
US:120580703,Husband retired from military after 27 years,0.46,9,-1.6072565688914733
US:43659999,Closer to family,0.28,4,-3.2641701939882948
US:131592505,Work,0.44,1,-1.709566926274204
US:151170615,We moved back to Utah as step dad was deported.,0.23,11,-6.01118012504429
US:39121667,I was born here,0.62,4,-0.738409544674931
US:4055141,job,0.28,1,-6.973120537884909
US:28162207,Cheaper place to live,0.37,5,-2.2168078280729984
US:26933767,Fathers job transfer,0.3,4,-7.253628518753942
US:30221733,I wanted to,0.65,3,-0.5831530084010289
US:183059505,"Married with children,cost of living cheaper",0.24,9,-3.9454675967674926
US:154601211,My parents dragged me here. I had no say in the matter.,0.7,14,-0.319262365801982
US:22269784,Less expensive to rent at that time less congested married and job went to many places in NJ,0.43,19,-8.343722861356815
US:1326380,To live near grandparents while father was deployed to Vietnam.,0.23,11,-5.905184220048042
US:1948820,"Escaping the Communist, Socialist Cuban system",0.25,8,-3.6089875306847934
US:142014043,Job,0.33,1,-2.6298001581011357
US:127382251,military,0.36,2,-2.3319677294128507
US:1464194,Hated OH,0.26,3,-6.7137075793742484
US:997567,To be closer to family.,0.3,6,-2.989973567054742
US:28802522,A better life,0.66,3,-0.5027050300774212
US:40080293,Military Transfer,0.24,2,-6.328510898308929
US:132240993,slow business in Calif.,0.26,5,-6.695978915300297
US:162704081,I was born and grew up in Texas.,0.71,9,-0.22992717843368146
US:128271913,To escape the city + cheaper real estate,0.22,8,-5.568813319474624
US:39686624,Marriage,0.38,2,-2.145412607267349
US:36826090,Was born here,0.23,3,-5.952310534431207
US:173551261,born here,0.28,2,-7.017825511327215
US:2054332,Job,0.33,1,-2.6298001581011357
US:42414487,"I didn't, I was born here",0.44,8,-1.7705769571365115
US:4179750,Military reassignment,0.23,3,-4.160646516023709
US:183493947,because my mom passed away and wanted to move from the neighborhood she was in,0.32,15,-2.7535075305361
US:1535756,"Better housing options available, better commute to work and school.",0.31,12,-2.7842733873082417
US:975384,Because I like iowa,0.22,5,-4.972029505020825
US:22579723,I was born,0.94,3,1.4705002295903091
US:4105071,Job,0.33,1,-2.6298001581011357
US:533234,work and better place to live,0.31,6,-2.810948294771961
US:133764955,To get away from ex wife,0.23,6,-5.897050097188614
US:40498956,I was born in Missouri.,0.78,6,0.13680118880874112
US:151713159,Had to go and live with one of my family member,0.36,11,-2.2990076869641873
US:102539451,My dads work,0.22,3,-5.292413256929515
US:45708634,Change needed,0.23,2,-5.934301401613266
US:2726404,Red State and benefits,0.39,4,-8.07763102536431
US:26379928,1982,0.25,2,-3.674125862124034
US:148930735,Family,0.25,1,-3.7675180728671025
US:999639,No state taxes,0.22,3,-5.232017385974432
US:181223,Retired to quiet safe community,0.22,6,-4.693132257965859
US:188282277,Husband's job,0.39,4,-2.0560802122977506
US:1514985,Employment Opportunity,0.46,3,-1.6055501682083546
US:113651245,I fall in love,0.42,4,-1.8445632345642071
US:145903671,Better environment for children,0.29,4,-3.1170197565041313
US:2522416,school,0.37,1,-7.9039814085272955
US:3338448,came home to attend school,0.23,5,-5.8379554095675985
US:133487487,Job transfer,0.23,2,-5.710488293819559
US:151472439,Spouse job,0.25,3,-6.534993268994542
US:174929909,Job relocation and proximity to family,0.23,6,-4.148879663794504
US:4175732,location,0.35,1,-7.7362042965615805
US:4626905,get awat from Illinois,0.29,5,-7.070652553190682
US:42870790,We have always lived in CA. Mother traveling when she was pregnant.,0.23,14,-4.395542420579246
US:144847367,Went back home,0.37,4,-2.2600028816738615
US:225624,didn't i was born here,0.22,6,-4.9298932322176015
US:2391749,I served for 20 years in the US Navy,0.63,10,-0.6403096842235102
US:151818767,Supported living program,0.24,3,-6.200092765959632
US:179264753,Parents moved for better economic opportunities.,0.22,7,-4.51278040316072
US:2268180,girlfriend,0.25,2,-3.64406633560273
US:183263387,Columbus,0.63,3,-0.6674785896437984
US:32468116,return home,0.33,2,-7.591604867882282
US:32331702,Better life,0.23,2,-4.4428008721023025
US:178906315,Family,0.25,1,-3.7675180728671025
US:3082308,Closer to family,0.28,4,-3.2641701939882948
US:38933505,My father moved here for work as part of the Air Force.,0.36,13,-2.3495260115359304
US:176975601,Family,0.25,1,-3.7675180728671025
US:2171696,My parents retired here and I moved here at that time.,0.3,12,-2.8858050778815443
US:148810325,It is home,0.37,3,-2.2111477519505702
US:140482051,I was originally born in Missouri & only moved away for a short time due to schooling,0.31,17,-2.798333794656483
US:168892315,Parent's retirement,0.22,3,-5.049637177961678
US:1578815,To be with family,0.31,4,-2.860333085334644
US:183807503,I moved here because of studying and ended up staying and working here.,0.37,14,-2.2579414923693997
US:24852791,Husband reassigned in the Army,0.29,7,-3.0549472789346015
US:36882046,College,0.25,1,-3.653671016954066
US:175184605,I was born here.,0.64,5,-0.6347928988493824
US:2787285,my family did,0.22,3,-5.313002749984614
US:23909534,to get away from the cold winters in the Northeast,0.59,10,-0.8502357160081061
US:1318066,My dad got a job with the Virginia Department of Highways.,0.53,13,-1.2202555325172109
US:139744839,idk,0.27,2,-3.325881846290877
US:199538381,Parents work,0.25,2,-6.402192613473688
US:2141009,Culure,0.24,3,-3.977518361851946
US:35143685,To get away from big city life/big city people,0.23,10,-4.409360347688449
US:1663552,U.S. Air Force duty,0.43,6,-1.8202244060146082
US:1807292,Relationship,0.23,1,-4.425152350889344
US:161514903,home,0.27,1,-6.880449323080068
US:2690359,i had to have my high school sweetheart back!,0.52,10,-1.2667412541272147
US:206578411,Family moved for new jobs,0.24,5,-4.046018713709276
US:164611585,Brought by my parents.,0.37,6,-2.2646392683448395
US:714897,My parents lived there. They were out of state when I was born.,0.58,15,-0.9341220981029268
US:25786617,I was born here,0.62,4,-0.738409544674931
US:41898821,Work,0.44,1,-1.709566926274204
US:2749435,employment,0.49,1,-8.710553325722248
US:192166469,Personal reasons,0.22,2,-5.549294999039093
US:3362030,To get back to my roots.,0.47,7,-1.5277722525437418
US:4589816,be close to parents,0.22,4,-4.701721518377214
US:541297,Work,0.44,1,-1.709566926274204
US:4615008,Cheaper cost of living,0.55,5,-1.085027121969967
US:186367445,Rent prices out of reach in NYC,0.24,7,-3.9555074764605416
US:4313386,I came back to where I was born from a brief move to California,0.42,14,-1.8809671739225684
US:1801553,Job,0.33,1,-2.6298001581011357
