person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text
US:768947,why_think_pid_with_when,Dems always fuck things up,0.22,6,-5.404692007663216,A long long time ago.   Dems always fuck things up
US:77000,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Family
US:772004,when_decided_pid,"I never just vote for a party, however in the last several years the Republican candidates have shared my views.",0.33,22,-2.6594436985253425,"I never just vote for a party, however in the last several years the Republican candidates have shared my views.   I always look at the person and what they stand for. What their record shows me. The record of the the parties chase my thinking and thus my vote often."
US:772004,why_are_pid_with_when,I always look at the person and what they stand for. What their record shows me. The record of the the parties chase my thinking and thus my vote often.,0.22,33,-4.587213158789341,"I never just vote for a party, however in the last several years the Republican candidates have shared my views.   I always look at the person and what they stand for. What their record shows me. The record of the the parties chase my thinking and thus my vote often."
US:773611,why_are_pid,Because Democrats tend to care about people's welfare,0.22,9,-4.687102978200213,Because Democrats tend to care about people's welfare   Near Employment and affordable
US:773611,why_moved_to_current_state,Near Employment and affordable,0.37,4,-7.903467635686933,Because Democrats tend to care about people's welfare   Near Employment and affordable
US:775068,why_are_pid,"The Dems have moved so far left, they should be outlawed. Everyone in their party are supposed to be in lockstep. Biden or whoever was in charge were so far off the 'reservation' I didn't feel I was in the US.",0.27,50,-3.4149767680622336,"The Dems have moved so far left, they should be outlawed. Everyone in their party are supposed to be in lockstep. Biden or whoever was in charge were so far off the 'reservation' I didn't feel I was in the US.   home"
US:775068,why_moved_to_current_state,home,0.27,1,-6.880449323080068,"The Dems have moved so far left, they should be outlawed. Everyone in their party are supposed to be in lockstep. Biden or whoever was in charge were so far off the 'reservation' I didn't feel I was in the US.   home"
US:779360,why_think_pid,They are both parties of big government and ignore the Constitution.,0.33,12,-2.5809858336747125,They are both parties of big government and ignore the Constitution.
US:782984,why_are_pid,The Democrats are crazy and the Republicans have joined a cult. I will never support a party that put Trump into power.,0.56,24,-1.033724589851137,The Democrats are crazy and the Republicans have joined a cult. I will never support a party that put Trump into power.
US:786572,why_moved_to_current_state,job,0.28,1,-6.973120537884909,"job   Independent, but the Republican Party is definitely more Conservative."
US:786572,why_think_pid,"Independent, but the Republican Party is definitely more Conservative.",0.37,11,-2.2819852843858057,"job   Independent, but the Republican Party is definitely more Conservative."
US:787024,when_decided_pid,18 years old,0.37,3,-2.2584985159569984,"18 years old   More in line with the Constitution. The platform is a strong border, pro-life, pro Constitution, strong defense, adherence to the rule of law, less government interference, lower taxes and spending   Family"
US:787024,why_are_pid_with_when,"More in line with the Constitution. The platform is a strong border, pro-life, pro Constitution, strong defense, adherence to the rule of law, less government interference, lower taxes and spending",0.36,38,-2.3587485931869803,"18 years old   More in line with the Constitution. The platform is a strong border, pro-life, pro Constitution, strong defense, adherence to the rule of law, less government interference, lower taxes and spending   Family"
US:787024,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,"18 years old   More in line with the Constitution. The platform is a strong border, pro-life, pro Constitution, strong defense, adherence to the rule of law, less government interference, lower taxes and spending   Family"
US:787979,why_moved_to_current_state,better job for my husband and family,0.23,7,-4.323638537196483,better job for my husband and family
US:790381,why_are_pid,"Putting AMERICAN CITIZENS first, against anchor babies, closing the border, deporting ALL illegals! High morality, honesty, rid DEI in companies, schools, including the elimination of Transgender policies! Want more?",0.32,46,-7.454012773893664,"Putting AMERICAN CITIZENS first, against anchor babies, closing the border, deporting ALL illegals! High morality, honesty, rid DEI in companies, schools, including the elimination of Transgender policies! Want more?   Parents wanted a nicer climate, more opportunities for employment back then."
US:790381,why_moved_to_current_state,"Parents wanted a nicer climate, more opportunities for employment back then.",0.23,13,-5.956967997596541,"Putting AMERICAN CITIZENS first, against anchor babies, closing the border, deporting ALL illegals! High morality, honesty, rid DEI in companies, schools, including the elimination of Transgender policies! Want more?   Parents wanted a nicer climate, more opportunities for employment back then."
US:792291,when_think_pid,Always,0.23,1,-4.413427954033356,Always   I love it and have family here   I sometimes agree with republicans and sometimes with democrats
US:792291,why_moved_to_current_state,I love it and have family here,0.27,7,-3.279153100360128,Always   I love it and have family here   I sometimes agree with republicans and sometimes with democrats
US:792291,why_think_pid_with_when,I sometimes agree with republicans and sometimes with democrats,0.3,11,-2.9721495540621934,Always   I love it and have family here   I sometimes agree with republicans and sometimes with democrats
US:792432,when_think_pid,4 years ago,0.51,3,-1.3374661630980935,4 years ago   born here   they believe in most of my believes
US:792432,why_moved_to_current_state,born here,0.28,2,-7.017825511327215,4 years ago   born here   they believe in most of my believes
US:792432,why_think_pid_with_when,they believe in most of my believes,0.22,7,-4.535270854115096,4 years ago   born here   they believe in most of my believes
US:793207,why_are_pid,Because they actually give a damn about people. Although they lack the balls to stand up to the Republicans,0.41,20,-1.9226385706760032,Because they actually give a damn about people. Although they lack the balls to stand up to the Republicans   To get out of Ohio
US:793207,why_moved_to_current_state,To get out of Ohio,0.24,5,-3.946327875853474,Because they actually give a damn about people. Although they lack the balls to stand up to the Republicans   To get out of Ohio
US:797697,why_moved_to_current_state,Taxes and house prices cheaper in Fl,0.23,8,-4.255593563289215,Taxes and house prices cheaper in Fl   I don't believe in socialism. I believe in small gov. I believe those who sneak over the border are breaking the law.
US:797697,why_think_pid,I don't believe in socialism. I believe in small gov. I believe those who sneak over the border are breaking the law.,0.39,26,-2.0634718776657097,Taxes and house prices cheaper in Fl   I don't believe in socialism. I believe in small gov. I believe those who sneak over the border are breaking the law.
US:798562,when_decided_pid,when I was 16,0.56,5,-1.05567269665771,when I was 16   Democrat's never do what they say   wife told me too
US:798562,why_are_pid_with_when,Democrat's never do what they say,0.32,8,-2.7477331902168216,when I was 16   Democrat's never do what they say   wife told me too
US:798562,why_moved_to_current_state,wife told me too,0.27,4,-6.757754935423842,when I was 16   Democrat's never do what they say   wife told me too
US:799985,why_moved_to_current_state,college,0.38,1,-8.01762236337824,"college   I believe all people were created equal, not just white protestants"
US:799985,why_think_pid,"I believe all people were created equal, not just white protestants",0.41,13,-1.9772044860939892,"college   I believe all people were created equal, not just white protestants"
US:80255,why_moved_to_current_state,for work,0.23,2,-5.750939931528807,"for work   The Republican Party, by and large, represents my views in fiscal areas (smaller government, smaller national budget) and moral areas (less abortion, eliminate gender confusion, more personal responsibility)."
US:80255,why_think_pid,"The Republican Party, by and large, represents my views in fiscal areas (smaller government, smaller national budget) and moral areas (less abortion, eliminate gender confusion, more personal responsibility).",0.25,38,-3.668778935121887,"for work   The Republican Party, by and large, represents my views in fiscal areas (smaller government, smaller national budget) and moral areas (less abortion, eliminate gender confusion, more personal responsibility)."
US:804937,why_are_pid,Democrats revere logic and democracy. Republicans (at least current Republicans) revere power.,0.32,18,-2.699966711157848,Democrats revere logic and democracy. Republicans (at least current Republicans) revere power.   parents moved
US:804937,why_moved_to_current_state,parents moved,0.82,2,-10.584820486213298,Democrats revere logic and democracy. Republicans (at least current Republicans) revere power.   parents moved
US:807523,when_think_pid,In my teens during my first election after hitting 18,0.23,11,-5.8176614964338,"In my teens during my first election after hitting 18   To get the hell out of Cincinnati, OH   I claim the Republican label in order to be able to vote republican in primaries. Not a maga-moron."
US:807523,why_moved_to_current_state,"To get the hell out of Cincinnati, OH",0.27,9,-3.3590129764965746,"In my teens during my first election after hitting 18   To get the hell out of Cincinnati, OH   I claim the Republican label in order to be able to vote republican in primaries. Not a maga-moron."
US:807523,why_think_pid_with_when,I claim the Republican label in order to be able to vote republican in primaries. Not a maga-moron.,0.22,23,-4.752039987098102,"In my teens during my first election after hitting 18   To get the hell out of Cincinnati, OH   I claim the Republican label in order to be able to vote republican in primaries. Not a maga-moron."
US:808516,when_decided_pid,Before I was old enough to vote,0.37,7,-2.248698146097342,Before I was old enough to vote   The policies of the Democratic party align with my beliefs   My mother's family lived here
US:808516,why_are_pid_with_when,The policies of the Democratic party align with my beliefs,0.73,10,-0.14857167368051347,Before I was old enough to vote   The policies of the Democratic party align with my beliefs   My mother's family lived here
US:808516,why_moved_to_current_state,My mother's family lived here,0.38,6,-2.1975227141939495,Before I was old enough to vote   The policies of the Democratic party align with my beliefs   My mother's family lived here
US:809637,when_decided_pid,The first time that Donald Trump was running for president and I listened to his agendas.,0.35,17,-2.413958498185438,"The first time that Donald Trump was running for president and I listened to his agendas.   Because my thoughts align with that side, the other side is very opposite of my views.   divorced. came back where most of my family was."
US:809637,why_are_pid_with_when,"Because my thoughts align with that side, the other side is very opposite of my views.",0.27,18,-3.394095357433566,"The first time that Donald Trump was running for president and I listened to his agendas.   Because my thoughts align with that side, the other side is very opposite of my views.   divorced. came back where most of my family was."
US:809637,why_moved_to_current_state,divorced. came back where most of my family was.,0.25,13,-3.7525433112700206,"The first time that Donald Trump was running for president and I listened to his agendas.   Because my thoughts align with that side, the other side is very opposite of my views.   divorced. came back where most of my family was."
US:810851,why_moved_to_current_state,Family and cost of housing and to vote against Trump,0.22,10,-4.88887253045832,"Family and cost of housing and to vote against Trump   As a former Republican, the values of the current Democratic Party align more closely with those I have held for the past 65 years. The fact of the matter is there is no longer a Republican Party; it has become the party of Trump, the ultimate RINO."
US:810851,why_think_pid,"As a former Republican, the values of the current Democratic Party align more closely with those I have held for the past 65 years. The fact of the matter is there is no longer a Republican Party; it has become the party of Trump, the ultimate RINO.",0.73,54,-0.15755640733982207,"Family and cost of housing and to vote against Trump   As a former Republican, the values of the current Democratic Party align more closely with those I have held for the past 65 years. The fact of the matter is there is no longer a Republican Party; it has become the party of Trump, the ultimate RINO."
US:810874,why_are_pid,"Neither party supports Nationalism and the right of White European people to have their own homelands free from forced immigration and miscegenation. Race mixing is a sin against God and is forbidden throughout scriptures. ""Thou Shall not adulterate thy Holy seed"" the 7th commandment, is a condemnation against race-mixing. ""Be ye separate and Holy"" is another commandment to remain pure. ""Honor thy Father and Mother"" is another commandment to racial purity. We ""Honor"" our parents by having children that look like them. In each of the first five books of the bible, (the Torah), God tells us 7 times in each book, ""No Race Mixing"". God commands us White Israelite/European people to drive off the alien and have nothing to do with them when we encounter them. I can go on! The Jews are not Israel and are not the people of the bible. They are the enemy of God and are contrary to all men, 1Thes 2:13-15, John 8:44-47. I am a racialist and believe scripture. Neither political party supports White people and sovereignty.",0.25,241,-3.677343703997724,"Neither party supports Nationalism and the right of White European people to have their own homelands free from forced immigration and miscegenation. Race mixing is a sin against God and is forbidden throughout scriptures. ""Thou Shall not adulterate thy Holy seed"" the 7th commandment, is a condemnation against race-mixing. ""Be ye separate and Holy"" is another commandment to remain pure. ""Honor thy Father and Mother"" is another commandment to racial purity. We ""Honor"" our parents by having children that look like them. In each of the first five books of the bible, (the Torah), God tells us 7 times in each book, ""No Race Mixing"". God commands us White Israelite/European people to drive off the alien and have nothing to do with them when we encounter them. I can go on! The Jews are not Israel and are not the people of the bible. They are the enemy of God and are contrary to all men, 1Thes 2:13-15, John 8:44-47. I am a racialist and believe scripture. Neither political party supports White people and sovereignty.   work"
US:810874,why_moved_to_current_state,work,0.23,1,-5.758092195569234,"Neither party supports Nationalism and the right of White European people to have their own homelands free from forced immigration and miscegenation. Race mixing is a sin against God and is forbidden throughout scriptures. ""Thou Shall not adulterate thy Holy seed"" the 7th commandment, is a condemnation against race-mixing. ""Be ye separate and Holy"" is another commandment to remain pure. ""Honor thy Father and Mother"" is another commandment to racial purity. We ""Honor"" our parents by having children that look like them. In each of the first five books of the bible, (the Torah), God tells us 7 times in each book, ""No Race Mixing"". God commands us White Israelite/European people to drive off the alien and have nothing to do with them when we encounter them. I can go on! The Jews are not Israel and are not the people of the bible. They are the enemy of God and are contrary to all men, 1Thes 2:13-15, John 8:44-47. I am a racialist and believe scripture. Neither political party supports White people and sovereignty.   work"
US:815496,why_moved_to_current_state,Closer to skiing resorts,0.22,5,-5.380432515071836,"Closer to skiing resorts   The Democrat party has lost it's way. They have become extreme leftists, promoting more and more pro-socialist/pro-communist ideologies and policies. As their policies make the economy worse, their solution is to implement even more bad leftist policies. Democrats do not think twice about the long term consequences of stripping away civil liberties to promote their leftist ideologies."
US:815496,why_think_pid,"The Democrat party has lost it's way. They have become extreme leftists, promoting more and more pro-socialist/pro-communist ideologies and policies. As their policies make the economy worse, their solution is to implement even more bad leftist policies. Democrats do not think twice about the long term consequences of stripping away civil liberties to promote their leftist ideologies.",0.42,70,-1.8639431295190536,"Closer to skiing resorts   The Democrat party has lost it's way. They have become extreme leftists, promoting more and more pro-socialist/pro-communist ideologies and policies. As their policies make the economy worse, their solution is to implement even more bad leftist policies. Democrats do not think twice about the long term consequences of stripping away civil liberties to promote their leftist ideologies."
US:819999,why_are_pid,Because big government doesn’t help the middle and working class and it is taking away true freedom. It is destroying us and the democrats are all about big government and control and social programs and saving us from ourselves by stripping away our freedoms little by little.,0.3,51,-2.900686924501911,"Because big government doesn’t help the middle and working class and it is taking away true freedom. It is destroying us and the democrats are all about big government and control and social programs and saving us from ourselves by stripping away our freedoms little by little.   Because I hated living in California ,the wannabe communist state"
US:819999,why_moved_to_current_state,"Because I hated living in California ,the wannabe communist state",0.24,12,-6.337861156705308,"Because big government doesn’t help the middle and working class and it is taking away true freedom. It is destroying us and the democrats are all about big government and control and social programs and saving us from ourselves by stripping away our freedoms little by little.   Because I hated living in California ,the wannabe communist state"
US:820018,when_decided_pid,When I first registered to vote.,0.33,7,-2.576184003047893,When I first registered to vote.   Dems are for all people while republicans are for rich people.   Parent brought me
US:820018,why_are_pid_with_when,Dems are for all people while republicans are for rich people.,0.67,14,-0.47177231461375224,When I first registered to vote.   Dems are for all people while republicans are for rich people.   Parent brought me
US:820018,why_moved_to_current_state,Parent brought me,0.24,3,-6.171597711033321,When I first registered to vote.   Dems are for all people while republicans are for rich people.   Parent brought me
US:820890,why_moved_to_current_state,Multiple,0.25,1,-3.629030675401343,Multiple
US:821748,why_moved_to_current_state,Job offer,0.27,2,-3.3297204121235486,"Job offer   Both parties have major flaws. I am ""liberal"" or progressive on most social issues but very fiscally conservative. This grouping of views is almost totally unrepresented in our politics. Unfortunately our government has accrued massive debts that with either need to be repaid with inflated, worthless, dollars, or repudiated which would cause global financial chaos. There is massive waste and inefficiency in government; in general it needs to do less. By doing less, it will allow many diverse experiments in living to thrive."
US:821748,why_think_pid,"Both parties have major flaws. I am ""liberal"" or progressive on most social issues but very fiscally conservative. This grouping of views is almost totally unrepresented in our politics. Unfortunately our government has accrued massive debts that with either need to be repaid with inflated, worthless, dollars, or repudiated which would cause global financial chaos. There is massive waste and inefficiency in government; in general it needs to do less. By doing less, it will allow many diverse experiments in living to thrive.",0.22,104,-4.631327797372716,"Job offer   Both parties have major flaws. I am ""liberal"" or progressive on most social issues but very fiscally conservative. This grouping of views is almost totally unrepresented in our politics. Unfortunately our government has accrued massive debts that with either need to be repaid with inflated, worthless, dollars, or repudiated which would cause global financial chaos. There is massive waste and inefficiency in government; in general it needs to do less. By doing less, it will allow many diverse experiments in living to thrive."
US:821936,why_are_pid,"The Democratic party has to fix many issues, but the Republican party has become a very dangerous part of a cult, and it seems like it only works for special interests.",0.41,34,-1.9385597442019304,"The Democratic party has to fix many issues, but the Republican party has become a very dangerous part of a cult, and it seems like it only works for special interests.   Married an American"
US:821936,why_moved_to_current_state,Married an American,0.27,4,-3.415981726894494,"The Democratic party has to fix many issues, but the Republican party has become a very dangerous part of a cult, and it seems like it only works for special interests.   Married an American"
US:823426,when_think_pid,when trump decided to run,0.27,5,-3.339258947037695,when trump decided to run   because i hate biden
US:823426,why_think_pid_with_when,because i hate biden,0.22,5,-5.0415448072242635,when trump decided to run   because i hate biden
US:824291,why_are_pid,common sense,0.22,2,-4.544617602399087,common sense   retire
US:824291,why_moved_to_current_state,retire,0.22,2,-4.91670193444219,common sense   retire
US:825399,why_moved_to_current_state,Daughter lived in Florida,0.25,5,-3.690521928710821,"Daughter lived in Florida   Most of what I believe is just the opposite from what the Democrats believe i.e. abortions, number of immigrants let into the country per year, D.E.I., and I could go on."
US:825399,why_think_pid,"Most of what I believe is just the opposite from what the Democrats believe i.e. abortions, number of immigrants let into the country per year, D.E.I., and I could go on.",0.22,39,-4.7736183539842765,"Daughter lived in Florida   Most of what I believe is just the opposite from what the Democrats believe i.e. abortions, number of immigrants let into the country per year, D.E.I., and I could go on."
US:825559,why_are_pid,They're the same thing. Both are horrible outdated choices that rely on people arguing back and forth about stupid things instead of getting the job done.,0.33,29,-2.583673020286939,They're the same thing. Both are horrible outdated choices that rely on people arguing back and forth about stupid things instead of getting the job done.   for work
US:825559,why_moved_to_current_state,for work,0.23,2,-5.750939931528807,They're the same thing. Both are horrible outdated choices that rely on people arguing back and forth about stupid things instead of getting the job done.   for work
US:829638,why_are_pid,believe in most of what they stand for,0.31,9,-2.865225223718842,believe in most of what they stand for   get away from personal issues
US:829638,why_moved_to_current_state,get away from personal issues,0.23,5,-4.167428756564314,believe in most of what they stand for   get away from personal issues
US:829937,why_think_pid,Democrats have lost touch with the American people and have forgotten what this nation stands for.,0.66,17,-0.5125397405879477,Democrats have lost touch with the American people and have forgotten what this nation stands for.
US:833211,why_moved_to_current_state,Work and to raise a family,0.22,6,-4.478783295377176,"Work and to raise a family   Party for the people, and abide by the laws and abide by their oath to defend the Constitution"
US:833211,why_think_pid,"Party for the people, and abide by the laws and abide by their oath to defend the Constitution",0.35,19,-2.4651871300231507,"Work and to raise a family   Party for the people, and abide by the laws and abide by their oath to defend the Constitution"
US:833791,why_think_pid,To me the Democrats are for the working class but also for everyone poor or rich. We care about all people not just the ones who give the most donations.,0.36,32,-2.3201075381180307,To me the Democrats are for the working class but also for everyone poor or rich. We care about all people not just the ones who give the most donations.
US:835529,why_moved_to_current_state,My parents moved here.,0.28,5,-3.2255444385729852,My parents moved here.
US:835576,when_decided_pid,At 18.,0.43,4,-1.8060193860309808,At 18.   When I looked at both candidates and decided Ronald Reagan's views most aligned with mine.   moved back to my hometown with my children
US:835576,why_are_pid_with_when,When I looked at both candidates and decided Ronald Reagan's views most aligned with mine.,0.22,17,-4.638260194680431,At 18.   When I looked at both candidates and decided Ronald Reagan's views most aligned with mine.   moved back to my hometown with my children
US:835576,why_moved_to_current_state,moved back to my hometown with my children,0.31,8,-2.855563839312003,At 18.   When I looked at both candidates and decided Ronald Reagan's views most aligned with mine.   moved back to my hometown with my children
US:835736,when_decided_pid,Since Trump became a politician.,0.22,6,-5.126425454282268,Since Trump became a politician.   Because of the policies of the Republicans.   Moved here with my parents
US:835736,why_are_pid_with_when,Because of the policies of the Republicans.,0.32,8,-2.6787884592637363,Since Trump became a politician.   Because of the policies of the Republicans.   Moved here with my parents
US:835736,why_moved_to_current_state,Moved here with my parents,0.31,5,-2.838400242311415,Since Trump became a politician.   Because of the policies of the Republicans.   Moved here with my parents
US:837056,when_think_pid,Around 2018,0.48,4,-1.4813910451771788,"Around 2018   Smaller government, less government intervention in everyday life. Neither side seems inclined to follow this path."
US:837056,why_think_pid_with_when,"Smaller government, less government intervention in everyday life. Neither side seems inclined to follow this path.",0.32,20,-2.741215572711532,"Around 2018   Smaller government, less government intervention in everyday life. Neither side seems inclined to follow this path."
US:840667,why_are_pid,"I have conservative fiscal views, but neither political party does. Republicans are a tax cut and spend party, which is fiscally irresponsible. Democrats are a tax and spend party, which is more responsible than the republicans, but still sub-optimal. Socially, my positions are between the parties. I do not believe government should intrude into the bedrooms of citizens (republicans seemingly want to know what types of sex people have and outlaw some forms of it), but I do believe in a law abiding society, which democrats equivocate over. I believe in conservation and the environment (which used to be a conservative cause [conserve is the root word of conservative and conservation], but is now a liberal cause. In sum, I'm in between the parties and feel aligned with neither.",0.32,162,-2.757466959851563,"I have conservative fiscal views, but neither political party does. Republicans are a tax cut and spend party, which is fiscally irresponsible. Democrats are a tax and spend party, which is more responsible than the republicans, but still sub-optimal. Socially, my positions are between the parties. I do not believe government should intrude into the bedrooms of citizens (republicans seemingly want to know what types of sex people have and outlaw some forms of it), but I do believe in a law abiding society, which democrats equivocate over. I believe in conservation and the environment (which used to be a conservative cause [conserve is the root word of conservative and conservation], but is now a liberal cause. In sum, I'm in between the parties and feel aligned with neither.   Employer (U.S. Air Force) directed a change of station"
US:840667,why_moved_to_current_state,Employer (U.S. Air Force) directed a change of station,0.29,14,-3.0900611178333492,"I have conservative fiscal views, but neither political party does. Republicans are a tax cut and spend party, which is fiscally irresponsible. Democrats are a tax and spend party, which is more responsible than the republicans, but still sub-optimal. Socially, my positions are between the parties. I do not believe government should intrude into the bedrooms of citizens (republicans seemingly want to know what types of sex people have and outlaw some forms of it), but I do believe in a law abiding society, which democrats equivocate over. I believe in conservation and the environment (which used to be a conservative cause [conserve is the root word of conservative and conservation], but is now a liberal cause. In sum, I'm in between the parties and feel aligned with neither.   Employer (U.S. Air Force) directed a change of station"
US:847351,when_decided_pid,Within the last 5 yrs.,0.34,7,-2.5346704106431583,Within the last 5 yrs.   Tired of watching America go to hell   Family
US:847351,why_are_pid_with_when,Tired of watching America go to hell,0.6,8,-0.8128632378887878,Within the last 5 yrs.   Tired of watching America go to hell   Family
US:847351,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Within the last 5 yrs.   Tired of watching America go to hell   Family
US:849670,why_moved_to_current_state,"To retire, better weather and cheaper housing lower taxes better politically",0.36,12,-7.833074325415803,"To retire, better weather and cheaper housing lower taxes better politically   Because conservatives have common sense and good morals, while liberals have literally lost their minds."
US:849670,why_think_pid,"Because conservatives have common sense and good morals, while liberals have literally lost their minds.",0.25,17,-3.633260088328401,"To retire, better weather and cheaper housing lower taxes better politically   Because conservatives have common sense and good morals, while liberals have literally lost their minds."
US:850880,when_think_pid,All my life,0.68,3,-0.4169399512184029,All my life   I feel like Democrats fight for people like me
US:850880,why_think_pid_with_when,I feel like Democrats fight for people like me,0.28,9,-3.129522928443606,All my life   I feel like Democrats fight for people like me
US:851587,when_decided_pid,1971,0.26,2,-3.447926800439771,1971   Values are more similar to mine.
US:851587,why_are_pid_with_when,Values are more similar to mine.,0.23,7,-4.336827202832379,1971   Values are more similar to mine.
US:858707,why_are_pid,Both parties are controlled by globalists. Two wings of the same bird.,0.47,15,-1.5497072414714002,Both parties are controlled by globalists. Two wings of the same bird.
US:860584,why_think_pid,"I think the Constitution should be followed, not the will of the President. I believe in all the rights of the people and due process. I think immigrants are good for the country. I believe in democracy and all the rights of freedom of speech. All people should be treated the same and that women should have the right to choose. Abortion is a choice between the woman and her doctor, not the government.",0.79,83,0.23593399330745865,"I think the Constitution should be followed, not the will of the President. I believe in all the rights of the people and due process. I think immigrants are good for the country. I believe in democracy and all the rights of freedom of speech. All people should be treated the same and that women should have the right to choose. Abortion is a choice between the woman and her doctor, not the government."
US:862947,why_are_pid,"I am very conservative, and in my entire voting years, I have never seen a conservative democrat.",0.36,20,-2.3233932141761353,"I am very conservative, and in my entire voting years, I have never seen a conservative democrat.   After being the fourth generation of Floridians, I have been crowded out of Florida. I use to live in Ocala, FL and the newcomers have destroyed my town. Way too crowded and no longer a safe and quiet town."
US:862947,why_moved_to_current_state,"After being the fourth generation of Floridians, I have been crowded out of Florida. I use to live in Ocala, FL and the newcomers have destroyed my town. Way too crowded and no longer a safe and quiet town.",0.37,47,-2.2691681276712203,"I am very conservative, and in my entire voting years, I have never seen a conservative democrat.   After being the fourth generation of Floridians, I have been crowded out of Florida. I use to live in Ocala, FL and the newcomers have destroyed my town. Way too crowded and no longer a safe and quiet town."
US:864124,why_moved_to_current_state,came back after military service,0.22,5,-5.4862232881239015,came back after military service   Their values align with mine more than the democrats
US:864124,why_think_pid,Their values align with mine more than the democrats,0.28,10,-3.1278814067275262,came back after military service   Their values align with mine more than the democrats
US:867789,why_are_pid,Agree more on the issues,0.25,6,-3.6387446662871974,Agree more on the issues
US:876484,when_think_pid,1979,0.23,2,-4.082708548274018,1979   Get away from the Left Coast   The party of common sense and fiscal responsibility
US:876484,why_moved_to_current_state,Get away from the Left Coast,0.28,6,-3.142646282410495,1979   Get away from the Left Coast   The party of common sense and fiscal responsibility
US:876484,why_think_pid_with_when,The party of common sense and fiscal responsibility,0.59,8,-0.8569996211195007,1979   Get away from the Left Coast   The party of common sense and fiscal responsibility
US:877476,when_think_pid,When I turned 18 and voted.,0.26,8,-3.4722019121869727,When I turned 18 and voted.   I am fiscally conservative and would like the economy to approve
US:877476,why_think_pid_with_when,I am fiscally conservative and would like the economy to approve,0.35,13,-2.4433892941639823,When I turned 18 and voted.   I am fiscally conservative and would like the economy to approve
US:878659,when_think_pid,when I was a child,0.66,5,-0.529065716886752,when I was a child   My values and respect of law are in agreement with the Democratic party
US:878659,why_think_pid_with_when,My values and respect of law are in agreement with the Democratic party,0.35,13,-2.414885201526575,when I was a child   My values and respect of law are in agreement with the Democratic party
US:878941,why_moved_to_current_state,School was finished,0.23,3,-4.362020564839568,"School was finished   Wake up ! The Democrats have lost their mind . They lie. They are a Hateful group.They support men in women’s sports, in locker rooms. Harbor illegal immigrants, and above all Do not follow the law and Rules of the Constitution. Haters all of them. They voted against the removal of tax on tips and overtime etc. a sick group."
US:878941,why_think_pid,"Wake up ! The Democrats have lost their mind . They lie. They are a Hateful group.They support men in women’s sports, in locker rooms. Harbor illegal immigrants, and above all Do not follow the law and Rules of the Constitution. Haters all of them. They voted against the removal of tax on tips and overtime etc. a sick group.",0.23,72,-5.966512768789712,"School was finished   Wake up ! The Democrats have lost their mind . They lie. They are a Hateful group.They support men in women’s sports, in locker rooms. Harbor illegal immigrants, and above all Do not follow the law and Rules of the Constitution. Haters all of them. They voted against the removal of tax on tips and overtime etc. a sick group."
US:885183,why_are_pid,"Pro-life, pro-business, strong foreign policy",0.27,9,-3.3427905702100373,"Pro-life, pro-business, strong foreign policy"
US:886407,why_think_pid,people first,0.33,2,-7.514732130804664,people first
US:886594,why_are_pid,Because they cannot solve the problem and they don’t think of the people,0.42,14,-1.9031298873126816,Because they cannot solve the problem and they don’t think of the people   Family
US:886594,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Because they cannot solve the problem and they don’t think of the people   Family
US:887627,when_think_pid,Always,0.23,1,-4.413427954033356,"Always   better financial opportunities for women   On some issues, I agree with one party; on other issues, I agree with the other party. I vote the candidate, not the party."
US:887627,why_moved_to_current_state,better financial opportunities for women,0.22,5,-5.019415638806244,"Always   better financial opportunities for women   On some issues, I agree with one party; on other issues, I agree with the other party. I vote the candidate, not the party."
US:887627,why_think_pid_with_when,"On some issues, I agree with one party; on other issues, I agree with the other party. I vote the candidate, not the party.",0.58,30,-0.9095399049785824,"Always   better financial opportunities for women   On some issues, I agree with one party; on other issues, I agree with the other party. I vote the candidate, not the party."
US:88813,when_decided_pid,Two years ago,0.73,3,-0.10743072834773423,"Two years ago   I am not a Republican. Meanwhile, I left the Dems because I am anti-woke. I left the party mostly over its foolish support of erroneous gender ideology and unscientific trans nonsense, which harms gays, lesbians, women and children.   Warm dry climate"
US:88813,why_are_pid_with_when,"I am not a Republican. Meanwhile, I left the Dems because I am anti-woke. I left the party mostly over its foolish support of erroneous gender ideology and unscientific trans nonsense, which harms gays, lesbians, women and children.",0.24,48,-3.9993479167667543,"Two years ago   I am not a Republican. Meanwhile, I left the Dems because I am anti-woke. I left the party mostly over its foolish support of erroneous gender ideology and unscientific trans nonsense, which harms gays, lesbians, women and children.   Warm dry climate"
US:88813,why_moved_to_current_state,Warm dry climate,0.22,3,-4.9499527448755565,"Two years ago   I am not a Republican. Meanwhile, I left the Dems because I am anti-woke. I left the party mostly over its foolish support of erroneous gender ideology and unscientific trans nonsense, which harms gays, lesbians, women and children.   Warm dry climate"
