person_id,why_think_pid
US:186087733,"Because the republican party has actively worked against minorities and to suppress voters' rights, as well as roll back environmental protection bills."
US:825399,"Most of what I believe is just the opposite from what the Democrats believe i.e. abortions, number of immigrants let into the country per year, D.E.I., and I could go on."
US:40911565,I believe in a very small Federal government. Political decisions should be more localized.
US:3089433,because they believe in protecting the unborn
US:1217672,"Believe in helping my fellow citizen, the down trolled. Make America a more perfect union"
US:535260,"fiscally conservative, patriotic, freedom of speech, preservation of American values and Democracy"
US:3713838,"I care about more than myself...I'm a part of a whole, and if that whole doesn't do well, nobody does well."
US:46477496,Because it aligns with the values I grew up with
US:196067011,"I’m for a small federal government. I think most policies should be handled by the states. I am pro-life, believe in only two genders and do not believe in any kind of gender affirming treatment for minors. I believe in hard work and accountability to be successful, and I don’t believe that tax payers should have to pay for a bunch of unnecessary things across the globe."
US:141145117,Because
US:137137465,more liberal
US:133654167,"The Democratic Party has lost touch with the people. And it is called the Democratic Socialist Party, The Republicans are concerned with the people of this country and that is why I switched party's. They need to look back in history if they have a brain. It was the Whigs and the Democrats in the 1700s. The Whigs became too progressive and it was no longer a party. The it became the Democrats and the Republicans'."
US:202491319,They care more about working class people they are just horrible at messaging.
US:152076437,"Their positions are typically more conservative like mine, although they don't always stick to them as much as they should."
US:188653971,"Both parties talk a lot, but neither actually bother considering reality. Both parties only talk about superficial ideas, but don't actually bother to understand the details so that good decisions can be made."
US:37892153,The party is more in line with my views on the issues
US:187156745,"Government can help people all over the country, and allows to better our society and economy."
US:185084111,"There is so much I could say - volumes. Lately, I would have to say that EVERYTHING that Trump and MAGA are doing is constitutionally wrong. The marginalized are threatened by this scourge. I am actively involved in protests and rallies in my area."
US:1896915,"Business friendly, fewer regulations, no extreme views, more sane"
US:32917056,They align more with my beliefs than the democrats
US:31457539,Because Republicans are afraid of their President and his cult
US:39920672,I like points of view from both parties.
US:43405635,"I support a smaller government, less government handoffs , less restrictions on owning firearms, I think Trump is doing a great job and that DOGE is doing tremendous work and that we are safer as a nation with the illegals deported and Trump in charge"
US:864124,Their values align with mine more than the democrats
US:181192649,"The Democratic Party has lost its values, and is too extreme."
US:167619633,"I had been a lifelong Republican until tge 2016 presidential election. I did not like the course the GOP had been taking for a number of years, ignoring core issues which affect ordinary citizens' lives and wellbeing."
US:38614662,"Even though I've always been an Independent, many of my views align with those of Democratic politicians."
US:175502983,I've lost faith that either party can justly lead
US:148601447,in opposition to the insanity of the republican party
US:2287311,less radiical
US:1692904,"My positions on every issue align better with the Democrats than the Republicans, and until there is a viable party to theleft of the Democrats, I will be a Democrat."
US:184628065,"I vote for whom I think is best for the country. I want someone that thinks like the people. Most high up politicians are in it for the glory and money and don't care about the people. President Trump cares. He doesn't need the money or fame, he was already rich and famous. Why would he take on such a mess if he didn't love our country?"
US:170205401,Because I am for limited government and conservative values.
US:1327499,Because they more closely align with my views.
US:4499254,because they try to help the working class
US:42303195,"These parties have both lost their ways by being polarized. ""Compromising"" is a lost art in our congress."
US:1761344,For logical and sane policies
US:34430423,"While I have some agreement with both, they both parties have positions that I cannot support in any manner or form."
US:28901228,"I like things from each side. I also don't either side has it completely right, especially nowadays"
US:27241418,I think the Democratic party cares for a larger percentage of the American public.
US:176137045,I believe they are for all the people just not just the wealthy.
US:117652193,I believe in what democrats stand for. They care about people before themselves.
US:29499713,"I believe the US government should be fiscally responsible , not trillions in debt."
US:25916523,"I believe in morals, values and pride in my country"
US:188622063,"Government has gotten ridiculously too big. Their job mainly should be security! Not telling us what kind of car to drive or stove to cook on. I’m pro life and think government needs to shrink in size, reduce taxes and stop bleeding money!"
US:116835241,"It’s my way of protecting people, all people."
US:169862501,"Strong Military, National Defense. Safe Borders. Free Market. I do prefer capitalism over socialism. Parents Choice/School Choice."
US:40826094,Less government is better. The government cant do everything for us.
US:41061421,I care about people other than myself.
US:128228409,not sure
US:173180475,"Because people who subscribe to one side or the other seem to get lost and believe one side is “all wrong” or “all right”. “Republican”, “democrat”, “liberal”, “far-right”, etc., I see as labels that are divisive. You express certain views on a matter stating that you’re part of either of those groups, your viewpoint and voice are stifled if it’s not agreeable to what’s commonly or politically correct. You have freedom of speech until you say something someone doesn’t like. It’s an incredible challenge for us as people to have conversations or productive, healthy arguments, without involving emotions, misunderstanding one another, making assumptions and so on. It’s the same issue with religion. Identifying as a Christian people appear to chastise you for your religion, yet respect others? My thoughts may be all over the place, but the point is, I identify as nonpartisan because left wing, right wing, we’re all part of the same bird (the country), flapping in a direction and if we don’t remember the purpose it’ll crash."
US:194318471,Policy
US:183404425,I embrace and stand for the values embodied by the Republican Party. I feel so strongly regarding Republican representation that I became the Chairman of my county's Republican Party.
US:192766229,I believe in helping citizens and am pro education and pro choice. Religious beliefs should not dictate politics. There should be separation of church and state.
US:112518579,BECAUSE THEY ARENT FULL OF LIBERAL WHINERS
US:206124229,Dems favor the people
US:4391358,I feel like the democrats are liberals and I totally disagree with them on almost everything
US:41703957,"I feel the Democratic Party is for the working class. All the Republicans I've voted for in the past haven't helped the working class at all. They have opted to support the wealthy and large corporations. The Democrats have helped the poor, low-income ,and those in need."
US:2241151,"less government, other than protection, most people are fair with others,"
US:204002633,Because it achieves justice
US:101292575,They are both controlled opposition run by AIPAC.
US:4718999,Less government is best
US:192355809,Because their ideologies align with my belief
US:182724569,I have the same beliefs as Democrat's
US:25426507,"Because they are closest to my views and because we have a two party system, my REAL choice of/for a politician doesn’t stand a chance I think the democrats are, for the most part, beholden to the same special interests as Republicans. They are milquetoast and need to grow a spine and move LEFT and fight this fascism."
US:158639241,I believe in living within our means and dislike rampant spending with money we do not have.
US:43751436,"Democrats have positions and priorities that align most closely with my beliefs/morals. The Republican party no longer exists as an actual party, having been hijacked by MAGA/Trump and there is nothing about it that even comes close to my belief system. While I wish the Democrats would be tougher/fight harder, I could never consider being a Republican under the current leadership."
US:2560296,Democrats represent the middle class while Republicans show more favor to the very rich. Democrats are definitely more aware of social and moral issues than Republicans.
US:156013991,"Both the Democratic and republican parties are right wing parties. The democrats are center right, where the Republicans are far right, for the most part. They are two sides of the same coin. They keep us distracted by sowing seeds of discord over social issues, all while working together to make the rich even more wealthy by passing laws that favor those who line their pockets and fund their campaigns. The system is a duopoly and benefits only the wealthy capitalists, leaving the rest of the country to fight over the scraps. They view us as peasants. They work to undermine our education system in order to keep us stupid, without critical thinking skills. This country is a worldwide joke, and I'm ashamed of what we've become."
US:37883112,"pro freedom of choice,benigits for people with disabilities, disadvantaged, education, separation of church and state l, health care for sll, covil rights"
US:181145173,Life liberty and the pursuit of happiness
US:377246,No reason I just am a rebuplican
US:2856654,both parties show increasing divergence from the realities of life
US:196023967,because i feel like democrats line up with what i believe in
US:27352698,Republicans are the middle class. Democrat politicians are looney and their constituents are lazy waiting for handouts
US:202020041,"I see myself as a Democrat because I believe in equality, social justice, and helping those in need."
US:187424297,both sides do not rep the american people they are 2 both broken and need to be broken up and re formed
US:735263,"No party is perfect. But the democrat y party closely aligns with my liberal values and while getting things done in Washington isn’t easy because of polarization, democrats have done more for the working class, even though a lot of people do t understand or know that because they don’t pay enough attention, All the good social programs we have/had were put into place by democrats."
US:2473459,The Democrats are out of control and give too many things away. They have no backbone.
US:123105941,because I care about people not greed
US:41196331,Person media is crucifying is only honest person in our government.
US:4365113,Sides are all or nothing and that gets us nowhere. Rabid leftists and staunch far right conservatives leave no air in the room. It's all black and white. I live in the gray.
US:28087888,"I was a liberal Republican until Trump ran in 2016. I will never vote for a Republican again. I am still in shock that a third of Americans support Trump, and will abandon our humanity to allow his fascist ideologies to become such a cesspool."
US:173158813,"I vote republican based on economic, social, and religious alignment of belief systems and values"
US:40015708,I have conservative values that align with the Republican Party.
US:1977559,I think liberalism is a sin and a crime. Democrats are ideological and do not give a damn about America. Democrats tried to destroy America through illegal immigration.
US:449946,"not heartless, stupid, or a traitor as are most trimptatds rethuglicans"
US:4407868,THEY HAVE IDEAS AND POLICIES TO GET THINGS DONE. AND I TRUST THEM.
US:1218565,I support the rule of law and the constitution. I believe in separation of church and state -that's the wall that needs most strengthening. GOP is moving backwards in time towards the 1950's and want a white christian theocracy. I believe diversity is our core strength - like most democrats
US:164657563,"They often lean towards the choices I would make, but locally, I have not always felt that way and voted for who I felt best represented my view points."
US:230016,The values of the Democratic Party reflect my values.
US:195042785,My values align with the Republican Party in general
US:27245095,I would like to see more protection of life.
US:24931296,Because Republicans like to get things done
US:123904033,The Democrats have gone so far to the left there is no way I could vote for the party. There are very few Dems left that I would consider moderate.
US:170252225,"The Democratic Party has flaws to be sure, but at the very least they care about human rights and doing what’s best for every day citizens, NOT cutting the much needed funding for freaking billionaires tax breaks."
US:46344153,The Republican party is too extreme around women’s health and education.
US:182165367,I oppose abortion in all cases
US:195844167,Because the Republicans have sold their soul to an orange idol
US:41995700,"I believe in equality for all, that rights are there from birth or from the moment a person steps foot in this country. I believe women should be treated as humans and have rights when it comes to their bodies. I believe the government should do more to support the people in terms of social systems and Healthcare"
US:32544303,Because I have different thoughts on every issue.
US:36620325,I agree with the issues Republicans stand for and am against almost every issue Democrats stand for.
US:33758991,Republicons are weird and democrats don't have the people's interests at heart. They are both corrupt.
US:126744165,Because I agree with absolutely nothing that the Republican party stands for.
US:109396823,Because I am not a socialist
US:173293155,Because I can't agree with the way Republicans act towards people of color
US:127480123,"I agree with the laws that they consider, i do not agree with democrats viewpoints on immigration, abortion, federal laws"
US:1119703,I feel the Republican agenda's serve the poorer people and the Democrats agenda serve the richer people.
US:543527,"Over the years pary leaders ran the parties for their interest, and ideals things are chaning the Rs are slowly looking like they may be caring for the working guy."
US:152197411,Because the Republican party has moved too far to the conservative right for my preferences.
US:132522673,I am in agreement on most of thr Republican issues
US:352036,I believe that Republicans no longer represent anything other than the wealthy and those who favor fascism over democracy.
US:170593711,"I am a progressive but out of the two major parties that have any power in the US, Democrats generally align more closely with my views."
US:3621232,Strong democrat
US:41503333,"the demoncrats are possessed and crazy, liking to keep illegal violent criminals in our country for free"
US:31928497,like what they stand for
US:184539457,It used to be that I believe in government that supports the greatest well being for the most of us. Now I would add to that it's because I am strongly anti-Trump and sickened by the lack of courage to do what's right in the Republican party.
US:137698861,I'm for freedom and people having control over their bodies. I'm against dictators and presidents who don't support the constitution. I'm against the rich not paying their fair share.
US:181110319,"I'm for small govt, deregulation, free speach, low taxes, fiscal responsibility and Catholicism"
US:171425533,i agree with their ideals and dont agree with the republicans
US:169005997,I agree with most of the values they support.
US:175468137,I try to vote issues rather than only vote one party.
US:4722679,"I'm a registered Dem, but I can't express well enough how disappointed I was in 2024 with the crazy policies my party held."
US:191898243,I believe in small government and free markets as well as a pro-democracy stance abroad.
US:4418647,THEY HAVE A HISTORY OF PROTECTING US CITIZENS AND THE REPUBLICANS TAKE AWAY ALL BENEFITS AS THEY ARE PAID FOR BY THE RICH!! :(
US:30391591,No comment
US:194997095,"I believe in the common man. Everyday people rule this world, not millionaires."
US:190481105,"Republican stands more for my beliefs and wants! Less government, less taxes, freedom of speech! Have the government stay out of my life!"
US:189166621,I don’t like either one.
US:193251973,Republican values are closer to my Christian beliefs.
US:2725244,I am for the people and the freedoms that we have
US:32555826,"I agree more with their values and the way they conduct business, as well as their ideals"
US:125113441,I believe government works better when different views are represented. I sometimes vote for republican and sometime democrats.
US:41036306,I believe in equity over equality.
US:195659419,It the way I've alwY considered to be
US:101287711,"BECAUSE REPUBLICANS THINK LIKE THE PEOPLE, THE RATS THINK ONLY FOR THEMSELVES!!"
US:3095419,The democrat party has moved so far left that they are frightening to people that can think for themselves. They believe Government is the answer for everything. While I don't agree with everything the Republicans do they are closer to my beliefs. Bring on DOGE.
US:149911557,"Assist those who need it, then they can move on so that others can be helped."
US:2380145,I and my party typically stand for more individual liberty and less government interference.
US:196634891,I don’t like people living off the tax payers
US:2286109,I am farely moderate but totally not liberal
US:2166908,"Because being a Republican would be shameful, and third parties are pointless."
US:182665229,I’ve always been a republican I believe in the Republicans and I really dislike the opinion of any democrat
US:4541790,"Lifelong Democrat who believes that a free, diverse society that benefits all citizens, not only the wealthy and influential, is essential as is government administered under the constitution as originally written and lawfully amended through representative legislation. In the 20th and 21st centuries in the US, Democrats have done this better than the GOP."
US:179640819,I don’t know
US:29250191,I
US:2760261,Dems are to liberal and progressive. They make more government agencies so they can pilfer money and influence. Could care less about the people and want to fill their own pockets
US:131592505,I've always been an independent. I vote based on a candidates ideas and policies not party
US:39121667,I believe less government more people being responsible for themselves
US:30221733,Because they represent more of my values
US:22269784,Honestly I believe in America and it’s people the demigods don’t ( they hate Americans) most corrupt unruly Morans in America or any other country
US:1326380,I believe that people should have as much freedom that we can give them
US:28802522,I am not a fascist.
US:162704081,"I have thought of myself as a Democrat since childhood actually. Driving with my parents, I would shout ""boo Nixon"" every time I saw a Nixon sign in the 1960 election. I was only 7 yrs old. Had JFK stickers all over my bike too. I'm a yellow dog Democrat through and through."
US:173551261,The republican party is sitting back and allowing trump to ruin the country
US:4179750,I vote based on issues and quality of candidates. Fiscally conservative and socially liberal.
US:183493947,I am in the middle because i do not believe how either party works
US:1535756,"I want to live in a society where hungry people get fed and unhoused people get shelter. I want education to be close to free at all levels and for capitalism to have firm guardrails that keep corporations from exploiting workers. I want bodily autonomy for all women and I believe LGBTQIA+ Americans deserve to live and thrive, with dignity and protections under law. I think that abortion is healthcare and that healthcare is a human right. I believe there is systemic and structural racism in our country and it continues to cause great harm to our citizens today. How to identify and dismantle racist ideology should be taught in schools, discussed in public forums, and supported by legislation. I value art and science equally, and want them funded and supported by my tax dollars. I want robust public health programs, including screenings, vaccinations, and sex education. I want our top-earning 5% of citizens to pay higher tax rates than they currently pay. I think every worker in America should be paid a living wage for full time work. I want common sense gun laws that allow us to limit the type, size, and magazine capacity of what is sold, and impose lifetime bans for people convicted of domestic violence. I would like to see America adopt ranked choice voting in elections, especially at the federal level. I want to continue to work with our international allies to support democracy and combat poverty. I believe people seeking asylum should be treated humanely at the border and families should stay together whenever possible. The values and goals that I wish to see reflected in my community are most frequently supported by the Democratic party."
US:22579723,Poor
US:4105071,I want low taxes and less government spending.
US:148930735,The Democratic Party has become very liberal and leaning socialist. Both parties lean to protect the status quo and the 40 year politicians who are only in touch with their fat wallets and out of touch with the majority of Americans
US:1514985,Do not threaten people of other parties
US:145903671,"I care about people and taking care of our fellow man. Supporting causes that help everyone move forward in life and provide for their families, not the top richest men in the country"
US:2522416,"Smaller gov, law aNd order"
US:181626929,Because I believe most things that Democrats do not. I don't believe in open borders.
US:4175732,"Both parties are equally responsible the broken political system. Closed primaries limit voter options; eliminate gerrymandering, R & D work against choice; we need Instant Runoff/Ranked Choice, R & D create systems at the state level prevent competition."
US:151818767,Party aligns with my values
US:179264753,I agree with more republican policies and opinions; the democrats have gone off the deep end to radical left. Republicans are more of a common sense party.
US:32331702,"The conservative, pro-Christian party has always been Republican. I am a proud Christian who believes that the Constitution should be interpreted as it was written"
US:2171696,I have traditionally been a Republican my whole life. But since Trump came along and changed the entire party I have become disillusioned with the party.
US:24852791,I believe the Republicans are more honest than Democrats. And Republicans mostly stand up to defend the Constitution while Democrats want to rewrite it. Democrats have turned into Communists and Socialists. Republican still believe in the American Exceptionalism and freedom.
US:36882046,Believe in fiscal responsibility
US:23909534,"I think of myself as a Democrat because I favor policies that protect the environment, I vote for policies that favor the working class and I favor policies that protect our democratic systems and norms and protect our rule of law"
US:181198723,I was raised to believe that the Democrat party would help our people and have mostly voted for the Democrat party as my parents did. I still vote democrat in most races.
US:1663552,The political parties chose their party over their nation.
US:169679617,The Democrats are more reasonable than Republicans.The talk more about doing decent things for people.
US:192166469,Its too political and it gives me a headache. Everyone has their own opinion on this and that which is fine but it is also very overwhelming and some things that are said are quite stupid.
US:1801553,Because most of the Republicans do not go off the deep end and act like F____ing crazy people.
US:4391553,I believe in the things they try to fight for and the justice they create.
US:193797103,I believe they consider the voters opions.
US:159627681,"I agree with some of their policies, and with none of the republican."
US:517893,As I have gotten older I am becoming more liberal and I think the Republicans are trying to control peoples lives with their conservative opinions.
US:199836793,"I like how republicans do not cater to ALL. We need to protect Americans first. Stop giving money away to everyone else when we have enough problems here. We are left to struggle with no help when needed. Democrats like to give and give and all the democratic states are so bad, homeless people everywhere, streets are dirty because they do not do anything about it."
US:194041367,N/A
US:139943551,Republicans Party has become Fascist/Nationalist since the Error of Reagan was hijacked by Nazi sympathizers' Crotch Goblins. The Democrats have been Neoliberals shitbags since then too with being bribed by AIPAC funding both sides to further the push for Mas Genocide Globally not just in Palestine but Central & South America. As well as Middle East and Africa Nations to steal their resources. Zionists are behind the perpetual cycle of wars and government destruction to prevent Brown Skinned People from being given equality...
US:32031184,Since I started working I've registered as a Democrat.
US:4098594,For taking care of those in need not the Rich getting richer
US:4116894,"Yes, I am."
US:198756829,I believe the government has a duty to protect us and the Earth.
US:2289410,I hate the Republican party. They are horrible. They have no redeeming qualities. Everything they've wanted to do to this country in my life time has been disgusting. I vote for Democrats mainly because they are not Republicans.
US:26697587,My values do not even come close to the Democrats. I am more closely aligned to the independents and Republicans. I am more anti-Democrats than pro-Republicans.
US:35511755,"I'm more anti-Trump/Republican. However, I support the Democrat's effort to provide for regular people (not billionaires), ability to manage the government/country and their economic policies"
US:38972973,Truly American
US:39565961,Most Republicans and Republican 'values' are repulsive to my own beliefs
US:163749509,"I vote for the candidate, not the party, but I more often vote for the Democratic candidates."
US:166138413,"Because they're further to the left. I have no love for the Democratic Party left, however, they are the closest to me on the political gradient."
US:24573616,I tend to vote within this party
US:205646261,"I support the following policies: Freedom of expression, Freedom of and from religion, public education system, Freedom of the Press, reduction in defense spending, strong unions, increasing taxes on the wealthy and corporations, universal health care, abortion access for all,"
US:4597905,"I believe in smaller government, conservative beliefs and less Washington involvement and more power to the states"
US:1222505,"Because they are more forward thinking and our for changing they way things are being done, that are no longer working or reflecting the citizen's views."
US:24504758,Because they are conservative and gave the same values and views that I do
US:155768465,I'm poor and Democrats usually side with poor people
US:2017672,Because socialism sucks
US:29042028,Neither party promotes the interests of working people. They're entirely too busy focusing on capitalistic ventures to enrich themselves and their backers.
US:4553317,I don’t know
US:179840541,My ideals align more with the Republicans.
US:127825569,"I do not like when government does everything for the people, we need to stand on our own two feet, get government out of our lives as much as possible"
US:42959564,Because I don't align with Republican values.
US:119667143,"Because I'm not a selfish, hateful, rude, obnoxious, person like Donald Trump and his followers. I believe in peace, justice, and democracy"
US:2882757,Democrats social policies STINK.
US:179166879,I cherish the democratic party i believe everyone have the right to be who they are either race or religion
US:716122,"The Republican Party falls in line with many of my personal feelings such as pro life, smaller government, fiscal responsibility, freedom of speech"
US:1301430,"I've always been on the conservative side. Growing up in a low income home, we were taught not to waste. Constantly hearing and seeing government waste gets tiresome. Especially when it is wasted on people that shouldn't be here."
US:37454941,I have my own political beliefs.
US:42736762,Because democrats align with my values more
US:45936423,"Not applicable, I don't follow politics enough to chose either party at this time"
US:26627449,Their approach to government best matches my own.
US:114969649,Because the Republican Party has pretty much become a MAGA cult supporting Trump and dismantling whatever good things there were in place…and they are very isolationist when we should be more involved globally…and hurting our soft power policies
US:37271867,I agree with making America first. Securing our country and fair trade.
US:171750793,I have complete distrust of the current administration
US:3396197,"Mostly because I am Definitely NOT a Conservative! I think people should have the final vote and that government is here to “Serve the People” to make life better and more equatable for All People. I believe Greed is a disease and should be treated as such, much like depression and alcoholism."
US:1878505,I have seen how uniformly dishonest Democrats are.
US:29034038,Democrats make laws to protect people and make the country a better place. They follow the rules of the Constitution and choose people to represent them who are not simply grifters or toxic who want power and rewards for themselves.
US:181517223,Generally have more conservative values
US:186485455,"My political beliefs fall very firmly in the realm of today’s modern Democrat. Supporting public education, having a firm line between church and state, supporting common sense gun control such as proving a firearm can be responsibly owned and operated should be required, etc. I could go on but it’s overwhelming."
US:31214452,Neither party reflects what may be right for the country. Both push certain things but the Republucan parry has gone off the deep end. They have blunders on and following Trump and MAGA is disgusting. Completely ignoring facts and believing lies!!!
US:22710658,"They align with what I believe more than Democratic party, however I do vote for whom I believe has the best interest in what is good for the USA."
US:27874493,Both are corrupt and beholden to foreign lobby groups (AIPAC)
US:35770542,"Following Republican issues, thoughts and intentions and then following through has pushed me toward Republican."
US:1179552,I;m a recovering Democrat. The Dem Party left me a long time ago
US:1190052,Because they are compassionate and care about community and taking care of people as community should be
US:39561338,Neither party represents my positions. Both disregard the will of the people. Both are stuffing their pockets with tax payers money ..
US:188484673,I align with their views way more than republicans.
US:201204915,"I believe in equal rights and protecting the less fortunate. Republicans seem to believe that Trump should be king, and I think there isn't much less American than that."
US:1225190,The Republican Party best reflects my values. I tend to be libertarian in some things and conservative in most things. Ronald Reagan was the best president of the 20th century. Donald Trump is tough enough to get the job done right now. Democrat party positions are ridiculous right now.
US:140110895,"I don't believe that it's okay to infringe on the rights of the American people, or minorities and Republicans seem to thrive on it."
US:2748101,Less government is the answer to most all questions. Rigorously enforce the existing laws on all people equally not just your political opponents. More public referendum questions on all ballots at all levels.
US:3369941,The Democrats stand for progress and government for the people. Values that I share. Plus I have voted since 1980 and it's always been Democratic. The Republicans have been taken over by the Felon in the White House.
US:40949911,I feel that both parties are more interested in protecting govt than they are the people.
US:120836549,I love capitalism and business but I also like freedom of speech and gun ownership
US:2101631,Believe people should make governing decisions.
US:1902517,"The Democrat party has gone too far to the left, leaning more towards socialism therefore, there was no other choice, but the vote republican"
US:139371,"conservative in my values, and thinking, and believe that we should give a hand up in situations, not a hand out."
US:35995730,I do not believe the Democrats or Republicans represent working people. They both put personal profits before anything else. And they both support war and genocide around the world.
US:3969356,No
US:4197315,"Democrats seem more accepting of people as a whole, wanting a cohesive society not belittling of others and equality."
US:171997711,"The democrats have moved far too left. I don’t support so-called “trans” (biological men) in women’s sports and don’t believe any child should be encouraged to “transition”. Those are completely anti-science positions. In addition, democrats are fighting the deportation of known criminals here illegally. They should not be backing these type of policies."
US:1248006,Because the republican party sees the government waste giving money to corrupt and unproductive people and governments under the disguise of aide. That only ends up in corrupt pockets.
US:164276555,"I believe in women’s rights, I support DEI, I believe in climate change. I think we are losing our democracy"
US:46467470,I believe women should have the right to control their own bodies
US:145442143,Align more closely with them on the environment and social service priorities
US:182625143,Because I speak of the little people who fell ignored and belittled politicians only think on themselves then the people they swore to work for
US:41159889,I associate more closely with Republican views
US:3625372,Because I am socially liberal and fiscally conservative. Strongly believe in the rule of law.
US:167886407,I honestly don't i am more of third-party voter. Botgh sides are full of old rich white evil men that are greedy
US:118898483,Because of conservative viewpoint tend to be made from Critical Thinking and common sense.
US:145143765,Republicans have completely failed as a political party and have turned to worshiping a criminal. Republicans are powerless to stop the criminal they have enabled. Donald trump is a complete embarrassment to our nation. He has poisoned the republican party from top to very bottom local politics.
US:4213641,Use to be a strong democrat when they were pro labor now just a Democrat because the alternative is so horrible(not very motivating) wish Dems would go back to fighting for working families….
US:25480428,Both parties favor giving Israel money and weapons to genocide Palestinians
US:2340600,"The republican party is completely subsumed with trump worship, the democrats aren't even attempting to make a case to be a factor, I believe this is because the same corporations are paying both parties; there is no incentive to represent the people."
US:156539111,I agree with the conservatives .
US:126099455,"I have very conservative ideas and MOST of the time, republicans adhere to my values"
US:4477454,i feel unsafe around them both
US:133976571,"Used to be a Chicago Democrat, but after years of seeing all talk and more tax and spending, found myself more aligned with the personal responsibility values of the Republican Party."
US:41947342,Fear. I am actually a Democratic Socialist
US:134512663,"I think I am closer to the Democratic Party because the Republican Party has swung so far from their foundational values, I cannot identify with them anymore."
US:43347162,I feel like they care about the people and the country and environment
US:175591219,Because both have been proving themselves to be having a lot of issues and not representative of my views
US:201140087,Republicans have better morals and value life and freedom of speech.
US:124588653,"Because after being Republican for the last 8 years, I found that my ideals and values and beliefs lie more with Democrats. I really really regret voting for Trump"
US:133268151,"Neither represents my values - I favor a radically smaller government that strictly adheres to the US Constitution at the federal level. At the state level we need to reduce the influence of government in our lives, not argue about how government will influence."
US:909853,"Want less government control. Smaller government, strong economy with less regulations so business can thrive, school choice, and an end to left ideology"
US:23477130,Believe in small and efficient government.
US:170166993,It’s the lesser of two evils
US:4042636,"I believe in the Constitution, rule of law, free speech unlike the democrats who want to control our lives!"
US:625904,The republican Party is more aligned to the Kennedy style Democrat Party which I signed onto as a Registered Democrat. Today's Democrat? I have no idea who they are or what they represent. They have lost touch with the people. They need to be sacked.
US:147399573,They are more likely to take a moral stand
US:394995,"I'm a traditionalist when it comes to being a Democrat, since most of my family members were loyal to the Democratic Party."
US:46518422,I’m a socialist so I vote democratic because it’s the closest major party to my views. If there were a viable socialist party I would vote for them
US:40501819,"I just agree with their policies on less government, capitalism, etc."
US:1784421,The republicans are no longer constitutionalists.
US:40464659,the views are much better
US:177557539,"I believe the republicans in my lifetime, 90% of the time have made the correct decision."
US:22171039,I am not interested in supporting the GOP in any way as they seem to be nothing but a bunch of 9 year old bullies on a playground and completely invested in destroying the country.... Democrats have their own problems but they do more for the citizenry.....
US:184011461,I align with the Democratic Party policies
US:240815,"Because the democrats are way too liberal. They think that they know what is better for the people than the people know themselves and they want the power to make those choices for the people. No thank You, if that is what they want let them move to a communist country and leave us alone"
US:155193741,"I believe in small government, low taxes, the sanctity of life, the centrality of traditional faith and family values to our culture and society, the right to bear arms, the need for the USA to lead internationally with strength but not to fight every foreign war, the greatness of a free-market capitalist economy, the need for all to be as self-sufficient as they can be snd to help others philanthropically (not through government programs but through charitable programs)… the list goes on and on."
US:40680304,"I oppose nearly everything that Trump stands for, he has destroyed Republicans and I would be Progressive if they were not so radicalized but I do believe in their platform"
US:22064879,Because I support a lot of the issues that republicans are against such as abortion rights.
US:45377268,For the people
US:145080821,issues
US:184498545,Used to be a Republican. They are too bizarre and twisted now.
US:102736315,The old Republican Party of rinos is basically democrat light.
US:2311354,Their principles and ideology match mine
US:32010672,Good ideas can come from either side and I want to hear both sides and make up my own mind.
US:768254,There is no Republican Party any longer. Magas are awful! Everything they do is for the wealthy and doesn’t help average people.
US:28581056,I find I always vote conservatively and that follows that I act as a Republican
US:150714867,demoncrates are shit
US:137863271,Always have been
US:44687698,Low taxes. Low regulation. Moral. Traditional values.
US:43241087,"Liberal, accepting,"
US:481862,The democrats are always looking for a handout
US:2778382,I was a democrat but I realized the democrats just want more and more handouts and as a taxpayer I dont think we should have to give all our hard earned money to people who barelybwork a day in their lives and expect the government to give them help with every aspect of their lives to the point they lose selfrespect and self reliance.
US:186093027,I think more liberally than conservatively.
US:192395401,I was raised to be Republican. Now I tend to want to vote for the candidate with the best campaign promises and one I feel like would keep the promises
US:186386765,i feel closer to Democrat policies
US:41500926,Democrats seem to do more for me and my family
US:168096025,Fiscally conservative
US:176954077,"I hate them both, but the Democrats disgust me more overall. They are supposed to be for the poor and downtrodden, but they seem to be trampling them for money and wars. That leaves the less fortunate with the Republicans, who hate them. This is a bad combination."
US:42826485,"My value system is rooted in tradition like the American Family and marriage between one man and one woman. I'm not saying gays cant marry, but its not the same as what a man and woman, before God, on the alter of a sinful world...rising above together....no a couple of men fucking each other in the ass is not the same. I am firmly dead set against abortion. it is murder. finally there is no such thing as trans kids and the freaks that try to impress this issue on kids should be jailed. finally i am all for universal health care, welfare and the idea of no one person should have it so much better,"
US:118280665,"I feel like a number of prominent democrat politicians have been taking increasingly radical positions lately, such as siding with known violent criminals merely to oppose the president's deportation orders. I'm closer to the Republican Party now only because the Democrat Party keeps pushing me away."
US:193866309,Not sure
US:170073817,I don't like Republican policy very often.
US:100108333,Republican
US:196384077,Equality in all things is social justice
US:815496,"The Democrat party has lost it's way. They have become extreme leftists, promoting more and more pro-socialist/pro-communist ideologies and policies. As their policies make the economy worse, their solution is to implement even more bad leftist policies. Democrats do not think twice about the long term consequences of stripping away civil liberties to promote their leftist ideologies."
US:43541637,I try to do and support what is best for our Great Country!!! If this is being a true conservative that's what I am. Not like others who say and don't do!!
